"","Month_Yr","SUBURB","n"
"733","2018-10","SAFETY BEACH",17
"734","2018-10","SANDHURST",1
"735","2018-10","SANDRINGHAM",14
"736","2018-10","SASSAFRAS",2
"737","2018-10","SCORESBY",6
"738","2018-10","SEABROOK",4
"739","2018-10","SEAFORD",19
"740","2018-10","SEAHOLME",4
"741","2018-10","SEDDON",6
"742","2018-10","SELBY",2
"743","2018-10","SEVILLE",2
"744","2018-10","SEVILLE EAST",2
"745","2018-10","SHERBROOKE",1
"746","2018-10","SHOREHAM",1
"747","2018-10","SKYE",12
"748","2018-10","SMITHS GULLY",1
"749","2018-10","SOMERS",1
"750","2018-10","SOMERVILLE",15
"751","2018-10","SORRENTO",4
"752","2018-10","SOUTH KINGSVILLE",4
"753","2018-10","SOUTH MELBOURNE",19
"754","2018-10","SOUTH MORANG",21
"755","2018-10","SOUTH YARRA",42
"756","2018-10","SOUTHBANK",41
"757","2018-10","SPOTSWOOD",3
"758","2018-10","SPRINGVALE",9
"759","2018-10","SPRINGVALE SOUTH",8
"760","2018-10","ST ALBANS",29
"761","2018-10","ST HELENA",4
"762","2018-10","ST KILDA",40
"763","2018-10","ST KILDA EAST",27
"764","2018-10","ST KILDA WEST",6
"765","2018-10","STRATHMORE",16
"766","2018-10","SUNBURY",57
"767","2018-10","SUNSHINE",8
"768","2018-10","SUNSHINE NORTH",3
"769","2018-10","SUNSHINE WEST",17
"770","2018-10","SURREY HILLS",10
"771","2018-10","SYDENHAM",9
"772","2018-10","TARNEIT",48
"773","2018-10","TAYLORS HILL",19
"774","2018-10","TAYLORS LAKES",8
"775","2018-10","TECOMA",2
"776","2018-10","TEMPLESTOWE",14
"777","2018-10","TEMPLESTOWE LOWER",15
"778","2018-10","THE BASIN",3
"779","2018-10","THE PATCH",2
"780","2018-10","THOMASTOWN",19
"781","2018-10","THORNBURY",27
"782","2018-10","THORNHILL PARK",1
"783","2018-10","TOOLANGI",1
"784","2018-10","TOORADIN",1
"785","2018-10","TOORAK",13
"786","2018-10","TOOTGAROOK",11
"787","2018-10","TRAVANCORE",4
"788","2018-10","TRUGANINA",29
"789","2018-10","TULLAMARINE",6
"790","2018-10","TYABB",3
"791","2018-10","UPPER FERNTREE GULLY",2
"792","2018-10","UPWEY",7
"793","2018-10","VERMONT",5
"794","2018-10","VERMONT SOUTH",9
"795","2018-10","VIEWBANK",6
"796","2018-10","WANDIN NORTH",4
"797","2018-10","WANTIRNA",6
"798","2018-10","WANTIRNA SOUTH",19
"799","2018-10","WARBURTON",5
"800","2018-10","WARNEET",1
"801","2018-10","WARRANDYTE",6
"802","2018-10","WARRANWOOD",1
"803","2018-10","WATERWAYS",2
"804","2018-10","WATSONIA",8
"805","2018-10","WATSONIA NORTH",4
"806","2018-10","WATTLE GLEN",5
"807","2018-10","WERRIBEE",60
"808","2018-10","WERRIBEE SOUTH",2
"809","2018-10","WEST FOOTSCRAY",27
"810","2018-10","WEST MELBOURNE",5
"811","2018-10","WESTMEADOWS",3
"812","2018-10","WHEELERS HILL",16
"813","2018-10","WHITTLESEA",9
"814","2018-10","WILLIAMS LANDING",12
"815","2018-10","WILLIAMSTOWN",22
"816","2018-10","WINDSOR",7
"817","2018-10","WOLLERT",18
"818","2018-10","WOORI YALLOCK",2
"819","2018-10","WYNDHAM VALE",30
"820","2018-10","YALLAMBIE",7
"821","2018-10","YAN YEAN",1
"822","2018-10","YARRA GLEN",1
"823","2018-10","YARRA JUNCTION",4
"824","2018-10","YARRAMBAT",1
"825","2018-10","YARRAVILLE",12
"826","2018-11","ABBOTSFORD",10
"827","2018-11","ABERFELDIE",5
"828","2018-11","AINTREE",2
"829","2018-11","AIRPORT WEST",9
"830","2018-11","ALBANVALE",4
"831","2018-11","ALBERT PARK",8
"832","2018-11","ALBION",8
"833","2018-11","ALPHINGTON",7
"834","2018-11","ALTONA",19
"835","2018-11","ALTONA MEADOWS",18
"836","2018-11","ALTONA NORTH",11
"837","2018-11","ARDEER",6
"838","2018-11","ARMADALE",17
"839","2018-11","ARTHURS SEAT",1
"840","2018-11","ASCOT VALE",13
"841","2018-11","ASHBURTON",8
"842","2018-11","ASHWOOD",8
"843","2018-11","ASPENDALE",10
"844","2018-11","ASPENDALE GARDENS",3
"845","2018-11","ATTWOOD",2
"846","2018-11","AVONDALE HEIGHTS",9
"847","2018-11","BALACLAVA",4
"848","2018-11","BALNARRING",1
"849","2018-11","BALWYN",22
"850","2018-11","BALWYN NORTH",20
"851","2018-11","BAXTER",6
"852","2018-11","BAYSWATER",13
"853","2018-11","BAYSWATER NORTH",7
"854","2018-11","BEACONSFIELD",9
"855","2018-11","BEACONSFIELD UPPER",1
"856","2018-11","BEAUMARIS",17
"857","2018-11","BELGRAVE",6
"858","2018-11","BELGRAVE HEIGHTS",2
"859","2018-11","BELLFIELD",1
"860","2018-11","BENTLEIGH",13
"861","2018-11","BENTLEIGH EAST",24
"862","2018-11","BERWICK",56
"863","2018-11","BITTERN",6
"864","2018-11","BLACK ROCK",7
"865","2018-11","BLACKBURN",14
"866","2018-11","BLACKBURN NORTH",6
"867","2018-11","BLACKBURN SOUTH",13
"868","2018-11","BLAIRGOWRIE",12
"869","2018-11","BLIND BIGHT",1
"870","2018-11","BONBEACH",11
"871","2018-11","BORONIA",44
"872","2018-11","BOTANIC RIDGE",4
"873","2018-11","BOX HILL",12
"874","2018-11","BOX HILL NORTH",12
"875","2018-11","BOX HILL SOUTH",6
"876","2018-11","BRAYBROOK",6
"877","2018-11","BRIAR HILL",3
"878","2018-11","BRIGHTON",34
"879","2018-11","BRIGHTON EAST",8
"880","2018-11","BROADMEADOWS",9
"881","2018-11","BROOKFIELD",5
"882","2018-11","BROOKLYN",5
"883","2018-11","BRUNSWICK",32
"884","2018-11","BRUNSWICK EAST",15
"885","2018-11","BRUNSWICK WEST",21
"886","2018-11","BULLA",1
"887","2018-11","BULLEEN",8
"888","2018-11","BUNDOORA",26
"889","2018-11","BURNSIDE",2
"890","2018-11","BURNSIDE HEIGHTS",3
"891","2018-11","BURWOOD",10
"892","2018-11","BURWOOD EAST",7
"893","2018-11","CAIRNLEA",6
"894","2018-11","CAMBERWELL",18
"895","2018-11","CAMPBELLFIELD",2
"896","2018-11","CANTERBURY",8
"897","2018-11","CAPE SCHANCK",1
"898","2018-11","CAPEL SOUND",12
"899","2018-11","CARLTON",16
"900","2018-11","CARLTON NORTH",6
"901","2018-11","CARNEGIE",25
"902","2018-11","CAROLINE SPRINGS",26
"903","2018-11","CARRUM",6
"904","2018-11","CARRUM DOWNS",23
"905","2018-11","CAULFIELD",5
"906","2018-11","CAULFIELD EAST",1
"907","2018-11","CAULFIELD NORTH",18
"908","2018-11","CAULFIELD SOUTH",13
"909","2018-11","CHADSTONE",13
"910","2018-11","CHELSEA",18
"911","2018-11","CHELSEA HEIGHTS",8
"912","2018-11","CHELTENHAM",29
"913","2018-11","CHIRNSIDE PARK",14
"914","2018-11","CHUM CREEK",1
"915","2018-11","CLARINDA",4
"916","2018-11","CLAYTON",9
"917","2018-11","CLAYTON SOUTH",9
"918","2018-11","CLEMATIS",1
"919","2018-11","CLIFTON HILL",8
"920","2018-11","CLYDE",7
"921","2018-11","CLYDE NORTH",19
"922","2018-11","COBBLEBANK",1
"923","2018-11","COBURG",32
"924","2018-11","COBURG NORTH",9
"925","2018-11","COCKATOO",4
"926","2018-11","COLDSTREAM",1
"927","2018-11","COLLINGWOOD",18
"928","2018-11","COOLAROO",1
"929","2018-11","COTTLES BRIDGE",2
"930","2018-11","CRAIGIEBURN",63
"931","2018-11","CRANBOURNE",18
"932","2018-11","CRANBOURNE EAST",21
"933","2018-11","CRANBOURNE NORTH",32
"934","2018-11","CRANBOURNE SOUTH",1
"935","2018-11","CRANBOURNE WEST",22
"936","2018-11","CRIB POINT",6
"937","2018-11","CROYDON",33
"938","2018-11","CROYDON HILLS",3
"939","2018-11","CROYDON NORTH",10
"940","2018-11","CROYDON SOUTH",6
"941","2018-11","DALLAS",9
"942","2018-11","DANDENONG",26
"943","2018-11","DANDENONG NORTH",12
"944","2018-11","DEER PARK",24
"945","2018-11","DELAHEY",7
"946","2018-11","DERRIMUT",4
"947","2018-11","DEVON MEADOWS",1
"948","2018-11","DIAMOND CREEK",17
"949","2018-11","DIGGERS REST",4
"950","2018-11","DINGLEY VILLAGE",7
"951","2018-11","DOCKLANDS",19
"952","2018-11","DONCASTER",26
"953","2018-11","DONCASTER EAST",25
"954","2018-11","DONNYBROOK",4
"955","2018-11","DONVALE",20
"956","2018-11","DOREEN",18
"957","2018-11","DOVETON",5
"958","2018-11","DROMANA",8
"959","2018-11","EAGLEMONT",6
"960","2018-11","EAST MELBOURNE",6
"961","2018-11","EAST WARBURTON",5
"962","2018-11","EDITHVALE",10
"963","2018-11","ELSTERNWICK",19
"964","2018-11","ELTHAM",13
"965","2018-11","ELTHAM NORTH",4
"966","2018-11","ELWOOD",25
"967","2018-11","EMERALD",10
"968","2018-11","ENDEAVOUR HILLS",13
"969","2018-11","EPPING",44
"970","2018-11","ESSENDON",22
"971","2018-11","ESSENDON NORTH",5
"972","2018-11","ESSENDON WEST",3
"973","2018-11","EUMEMMERRING",1
"974","2018-11","EYNESBURY",5
"975","2018-11","FAIRFIELD",8
"976","2018-11","FAWKNER",5
"977","2018-11","FERNTREE GULLY",32
"978","2018-11","FINGAL",3
"979","2018-11","FITZROY",15
"980","2018-11","FITZROY NORTH",11
"981","2018-11","FLEMINGTON",4
"982","2018-11","FLINDERS",2
"983","2018-11","FOOTSCRAY",13
"984","2018-11","FOREST HILL",13
"985","2018-11","FRANKSTON",52
"986","2018-11","FRANKSTON NORTH",8
"987","2018-11","FRANKSTON SOUTH",16
"988","2018-11","FRASER RISE",7
"989","2018-11","GARDENVALE",2
"990","2018-11","GARFIELD",5
"991","2018-11","GEMBROOK",3
"992","2018-11","GLADSTONE PARK",7
"993","2018-11","GLEN HUNTLY",7
"994","2018-11","GLEN IRIS",21
"995","2018-11","GLEN WAVERLEY",37
"996","2018-11","GLENROY",33
"997","2018-11","GOWANBRAE",2
"998","2018-11","GREENSBOROUGH",25
"999","2018-11","GREENVALE",23
"1000","2018-11","GUYS HILL",1
"1001","2018-11","HADFIELD",7
"1002","2018-11","HALLAM",5
"1003","2018-11","HAMPTON",17
"1004","2018-11","HAMPTON EAST",9
"1005","2018-11","HAMPTON PARK",18
"1006","2018-11","HARKAWAY",1
"1007","2018-11","HARKNESS",16
"1008","2018-11","HASTINGS",18
"1009","2018-11","HAWTHORN",28
"1010","2018-11","HAWTHORN EAST",12
"1011","2018-11","HEALESVILLE",12
"1012","2018-11","HEATHERTON",2
"1013","2018-11","HEATHMONT",7
"1014","2018-11","HEIDELBERG",3
"1015","2018-11","HEIDELBERG HEIGHTS",14
"1016","2018-11","HEIDELBERG WEST",4
"1017","2018-11","HIGHETT",13
"1018","2018-11","HILLSIDE",20
"1019","2018-11","HOPPERS CROSSING",37
"1020","2018-11","HUGHESDALE",11
"1021","2018-11","HUNTINGDALE",4
"1022","2018-11","HURSTBRIDGE",3
"1023","2018-11","IVANHOE",13
"1024","2018-11","IVANHOE EAST",5
"1025","2018-11","JACANA",2
"1026","2018-11","JUNCTION VILLAGE",1
"1027","2018-11","KALKALLO",3
"1028","2018-11","KALLISTA",3
"1029","2018-11","KALORAMA",5
"1030","2018-11","KANGAROO GROUND",2
"1031","2018-11","KEALBA",4
"1032","2018-11","KEILOR",3
"1033","2018-11","KEILOR DOWNS",10
"1034","2018-11","KEILOR EAST",9
"1035","2018-11","KEILOR PARK",2
"1036","2018-11","KENSINGTON",17
"1037","2018-11","KEW",22
"1038","2018-11","KEW EAST",6
"1039","2018-11","KEYSBOROUGH",30
"1040","2018-11","KILSYTH",13
"1041","2018-11","KILSYTH SOUTH",1
"1042","2018-11","KINGS PARK",4
"1043","2018-11","KINGSBURY",2
"1044","2018-11","KINGSVILLE",3
"1045","2018-11","KNOXFIELD",9
"1046","2018-11","KOO WEE RUP",7
"1047","2018-11","KOOYONG",1
"1048","2018-11","KURUNJANG",14
"1049","2018-11","LALOR",18
"1050","2018-11","LANG LANG",3
"1051","2018-11","LANGWARRIN",36
"1052","2018-11","LANGWARRIN SOUTH",1
"1053","2018-11","LAUNCHING PLACE",3
"1054","2018-11","LAVERTON",6
"1055","2018-11","LILYDALE",26
"1056","2018-11","LITTLE RIVER",4
"1057","2018-11","LOWER PLENTY",9
"1058","2018-11","LYNBROOK",6
"1059","2018-11","LYNDHURST",5
"1060","2018-11","LYSTERFIELD",5
"1061","2018-11","LYSTERFIELD SOUTH",1
"1062","2018-11","MACCLESFIELD",1
"1063","2018-11","MACLEOD",13
"1064","2018-11","MAIDSTONE",12
"1065","2018-11","MAIN RIDGE",2
"1066","2018-11","MALVERN",13
"1067","2018-11","MALVERN EAST",23
"1068","2018-11","MANOR LAKES",12
"1069","2018-11","MARIBYRNONG",18
"1070","2018-11","MCCRAE",2
"1071","2018-11","MCKINNON",6
"1072","2018-11","MEADOW HEIGHTS",6
"1073","2018-11","MELBOURNE",57
"1074","2018-11","MELTON",10
"1075","2018-11","MELTON SOUTH",18
"1076","2018-11","MELTON WEST",17
"1077","2018-11","MENTONE",16
"1078","2018-11","MENZIES CREEK",3
"1079","2018-11","MERNDA",34
"1080","2018-11","MERRICKS NORTH",2
"1081","2018-11","MICKLEHAM",12
"1082","2018-11","MIDDLE PARK",1
"1083","2018-11","MILL PARK",22
"1084","2018-11","MILLGROVE",3
"1085","2018-11","MITCHAM",12
"1086","2018-11","MONBULK",6
"1087","2018-11","MONT ALBERT",4
"1088","2018-11","MONT ALBERT NORTH",4
"1089","2018-11","MONTMORENCY",14
"1090","2018-11","MONTROSE",8
"1091","2018-11","MOONEE PONDS",14
"1092","2018-11","MOORABBIN",9
"1093","2018-11","MOOROOLBARK",32
"1094","2018-11","MORDIALLOC",21
"1095","2018-11","MORNINGTON",36
"1096","2018-11","MOUNT BURNETT",1
"1097","2018-11","MOUNT DANDENONG",1
"1098","2018-11","MOUNT ELIZA",29
"1099","2018-11","MOUNT EVELYN",10
"1100","2018-11","MOUNT MARTHA",24
"1101","2018-11","MOUNT WAVERLEY",39
"1102","2018-11","MULGRAVE",19
"1103","2018-11","MURRUMBEENA",13
"1104","2018-11","NAR NAR GOON",2
"1105","2018-11","NARRE WARREN",30
"1106","2018-11","NARRE WARREN EAST",1
"1107","2018-11","NARRE WARREN NORTH",1
"1108","2018-11","NARRE WARREN SOUTH",25
"1109","2018-11","NEWPORT",19
"1110","2018-11","NIDDRIE",3
"1111","2018-11","NOBLE PARK",30
"1112","2018-11","NOBLE PARK NORTH",8
"1113","2018-11","NORTH MELBOURNE",15
"1114","2018-11","NORTH WARRANDYTE",4
"1115","2018-11","NORTHCOTE",27
"1116","2018-11","NOTTING HILL",2
"1117","2018-11","NUNAWADING",10
"1118","2018-11","OAK PARK",7
"1119","2018-11","OAKLANDS JUNCTION",1
"1120","2018-11","OAKLEIGH",6
"1121","2018-11","OAKLEIGH EAST",10
"1122","2018-11","OAKLEIGH SOUTH",7
"1123","2018-11","OFFICER",22
"1124","2018-11","OLINDA",1
"1125","2018-11","ORMOND",13
"1126","2018-11","PAKENHAM",70
"1127","2018-11","PAKENHAM UPPER",1
"1128","2018-11","PARKDALE",16
"1129","2018-11","PARKVILLE",4
"1130","2018-11","PASCOE VALE",16
"1131","2018-11","PASCOE VALE SOUTH",13
"1132","2018-11","PATTERSON LAKES",7
"1133","2018-11","PEARCEDALE",6
"1134","2018-11","PLUMPTON",7
"1135","2018-11","POINT COOK",38
"1136","2018-11","PORT MELBOURNE",31
"1137","2018-11","PORTSEA",7
"1138","2018-11","POWELLTOWN",1
"1139","2018-11","PRAHRAN",21
"1140","2018-11","PRESTON",39
"1141","2018-11","RESEARCH",3
"1142","2018-11","RESERVOIR",57
"1143","2018-11","RICHMOND",55
"1144","2018-11","RINGWOOD",27
"1145","2018-11","RINGWOOD EAST",15
"1146","2018-11","RINGWOOD NORTH",18
"1147","2018-11","RIPPONLEA",3
"1148","2018-11","ROCKBANK",1
"1149","2018-11","ROSANNA",7
"1150","2018-11","ROSEBUD",26
"1151","2018-11","ROWVILLE",26
"1152","2018-11","ROXBURGH PARK",20
"1153","2018-11","RYE",33
"1154","2018-11","SAFETY BEACH",9
"1155","2018-11","SANDHURST",3
"1156","2018-11","SANDRINGHAM",12
"1157","2018-11","SCORESBY",4
"1158","2018-11","SEABROOK",4
"1159","2018-11","SEAFORD",27
"1160","2018-11","SEAHOLME",1
"1161","2018-11","SEDDON",5
"1162","2018-11","SELBY",3
"1163","2018-11","SEVILLE",3
"1164","2018-11","SEVILLE EAST",2
"1165","2018-11","SHERBROOKE",1
"1166","2018-11","SHOREHAM",3
"1167","2018-11","SKYE",4
"1168","2018-11","SOMERS",1
"1169","2018-11","SOMERVILLE",12
"1170","2018-11","SORRENTO",9
"1171","2018-11","SOUTH KINGSVILLE",3
"1172","2018-11","SOUTH MELBOURNE",8
"1173","2018-11","SOUTH MORANG",24
"1174","2018-11","SOUTH YARRA",36
"1175","2018-11","SOUTHBANK",29
"1176","2018-11","SPOTSWOOD",1
"1177","2018-11","SPRINGVALE",8
"1178","2018-11","SPRINGVALE SOUTH",8
"1179","2018-11","ST ALBANS",30
"1180","2018-11","ST ANDREWS",1
"1181","2018-11","ST ANDREWS BEACH",2
"1182","2018-11","ST HELENA",1
"1183","2018-11","ST KILDA",37
"1184","2018-11","ST KILDA EAST",29
"1185","2018-11","ST KILDA WEST",5
"1186","2018-11","STEELS CREEK",1
"1187","2018-11","STRATHMORE",17
"1188","2018-11","STRATHMORE HEIGHTS",1
"1189","2018-11","SUNBURY",44
"1190","2018-11","SUNSHINE",9
"1191","2018-11","SUNSHINE NORTH",12
"1192","2018-11","SUNSHINE WEST",15
"1193","2018-11","SURREY HILLS",12
"1194","2018-11","SYDENHAM",10
"1195","2018-11","TARNEIT",50
"1196","2018-11","TAYLORS HILL",13
"1197","2018-11","TAYLORS LAKES",7
"1198","2018-11","TECOMA",4
"1199","2018-11","TEMPLESTOWE",18
"1200","2018-11","TEMPLESTOWE LOWER",11
"1201","2018-11","THE BASIN",6
"1202","2018-11","THOMASTOWN",12
"1203","2018-11","THORNBURY",20
"1204","2018-11","THORNHILL PARK",2
"1205","2018-11","TOOLERN VALE",1
"1206","2018-11","TOORAK",18
"1207","2018-11","TOOTGAROOK",6
"1208","2018-11","TRAVANCORE",3
"1209","2018-11","TRUGANINA",23
"1210","2018-11","TULLAMARINE",10
"1211","2018-11","TYABB",4
"1212","2018-11","TYNONG",1
"1213","2018-11","UPPER FERNTREE GULLY",6
"1214","2018-11","UPWEY",7
"1215","2018-11","VERMONT",10
"1216","2018-11","VERMONT SOUTH",8
"1217","2018-11","VIEWBANK",8
"1218","2018-11","WANDIN NORTH",5
"1219","2018-11","WANTIRNA",10
"1220","2018-11","WANTIRNA SOUTH",15
"1221","2018-11","WARBURTON",2
"1222","2018-11","WARRANDYTE",1
"1223","2018-11","WARRANWOOD",5
"1224","2018-11","WATSONIA",5
"1225","2018-11","WATSONIA NORTH",3
"1226","2018-11","WATTLE GLEN",2
"1227","2018-11","WEIR VIEWS",4
"1228","2018-11","WERRIBEE",51
"1229","2018-11","WERRIBEE SOUTH",1
"1230","2018-11","WESBURN",2
"1231","2018-11","WEST FOOTSCRAY",11
"1232","2018-11","WEST MELBOURNE",5
"1233","2018-11","WESTMEADOWS",7
"1234","2018-11","WHEELERS HILL",17
"1235","2018-11","WHITTLESEA",8
"1236","2018-11","WILLIAMS LANDING",15
"1237","2018-11","WILLIAMSTOWN",20
"1238","2018-11","WINDSOR",3
"1239","2018-11","WOLLERT",19
"1240","2018-11","WONGA PARK",2
"1241","2018-11","WOORI YALLOCK",3
"1242","2018-11","WYNDHAM VALE",25
"1243","2018-11","YALLAMBIE",2
"1244","2018-11","YARRA GLEN",9
"1245","2018-11","YARRA JUNCTION",3
"1246","2018-11","YARRAVILLE",16
"1247","2018-11","YELLINGBO",1
"1248","2018-12","ABBOTSFORD",10
"1249","2018-12","ABERFELDIE",5
"1250","2018-12","AINTREE",2
"1251","2018-12","AIRPORT WEST",10
"1252","2018-12","ALBANVALE",3
"1253","2018-12","ALBERT PARK",3
"1254","2018-12","ALBION",4
"1255","2018-12","ALPHINGTON",4
"1256","2018-12","ALTONA",15
"1257","2018-12","ALTONA MEADOWS",9
"1258","2018-12","ALTONA NORTH",10
"1259","2018-12","ARDEER",3
"1260","2018-12","ARMADALE",8
"1261","2018-12","ARTHURS SEAT",3
"1262","2018-12","ASCOT VALE",11
"1263","2018-12","ASHBURTON",9
"1264","2018-12","ASHWOOD",7
"1265","2018-12","ASPENDALE",8
"1266","2018-12","ASPENDALE GARDENS",5
"1267","2018-12","ATTWOOD",1
"1268","2018-12","AVONDALE HEIGHTS",11
"1269","2018-12","AVONSLEIGH",2
"1270","2018-12","BALACLAVA",8
"1271","2018-12","BALNARRING",3
"1272","2018-12","BALWYN",16
"1273","2018-12","BALWYN NORTH",19
"1274","2018-12","BAYLES",1
"1275","2018-12","BAYSWATER",7
"1276","2018-12","BAYSWATER NORTH",11
"1277","2018-12","BEACONSFIELD",11
"1278","2018-12","BEACONSFIELD UPPER",3
"1279","2018-12","BEAUMARIS",13
"1280","2018-12","BELGRAVE",5
"1281","2018-12","BELGRAVE HEIGHTS",1
"1282","2018-12","BELLFIELD",1
"1283","2018-12","BEND OF ISLANDS",1
"1284","2018-12","BENTLEIGH",26
"1285","2018-12","BENTLEIGH EAST",32
"1286","2018-12","BERWICK",39
"1287","2018-12","BITTERN",3
"1288","2018-12","BLACK ROCK",2
"1289","2018-12","BLACKBURN",12
"1290","2018-12","BLACKBURN NORTH",7
"1291","2018-12","BLACKBURN SOUTH",5
"1292","2018-12","BLAIRGOWRIE",5
"1293","2018-12","BLIND BIGHT",1
"1294","2018-12","BONBEACH",5
"1295","2018-12","BORONIA",25
"1296","2018-12","BOTANIC RIDGE",5
"1297","2018-12","BOX HILL",19
"1298","2018-12","BOX HILL NORTH",11
"1299","2018-12","BOX HILL SOUTH",10
"1300","2018-12","BRAYBROOK",6
"1301","2018-12","BRIAR HILL",3
"1302","2018-12","BRIGHTON",24
"1303","2018-12","BRIGHTON EAST",11
"1304","2018-12","BROADMEADOWS",11
"1305","2018-12","BROOKFIELD",10
"1306","2018-12","BROOKLYN",2
"1307","2018-12","BRUNSWICK",35
"1308","2018-12","BRUNSWICK EAST",19
"1309","2018-12","BRUNSWICK WEST",19
"1310","2018-12","BULLA",1
"1311","2018-12","BULLEEN",6
"1312","2018-12","BUNDOORA",26
"1313","2018-12","BUNYIP",3
"1314","2018-12","BURNSIDE HEIGHTS",5
"1315","2018-12","BURWOOD",12
"1316","2018-12","BURWOOD EAST",6
"1317","2018-12","CAIRNLEA",4
"1318","2018-12","CAMBERWELL",18
"1319","2018-12","CANNONS CREEK",1
"1320","2018-12","CANTERBURY",5
"1321","2018-12","CAPE SCHANCK",1
"1322","2018-12","CAPEL SOUND",4
"1323","2018-12","CARLTON",15
"1324","2018-12","CARLTON NORTH",7
"1325","2018-12","CARNEGIE",16
"1326","2018-12","CAROLINE SPRINGS",27
"1327","2018-12","CARRUM",9
"1328","2018-12","CARRUM DOWNS",25
"1329","2018-12","CAULFIELD",7
"1330","2018-12","CAULFIELD EAST",2
"1331","2018-12","CAULFIELD NORTH",14
"1332","2018-12","CAULFIELD SOUTH",9
"1333","2018-12","CHADSTONE",10
"1334","2018-12","CHELSEA",14
"1335","2018-12","CHELSEA HEIGHTS",8
"1336","2018-12","CHELTENHAM",30
"1337","2018-12","CHIRNSIDE PARK",14
"1338","2018-12","CLARINDA",6
"1339","2018-12","CLAYTON",6
"1340","2018-12","CLAYTON SOUTH",12
"1341","2018-12","CLIFTON HILL",5
"1342","2018-12","CLYDE",2
"1343","2018-12","CLYDE NORTH",20
"1344","2018-12","COBBLEBANK",2
"1345","2018-12","COBURG",30
"1346","2018-12","COBURG NORTH",8
"1347","2018-12","COCKATOO",8
"1348","2018-12","COLDSTREAM",3
"1349","2018-12","COLLINGWOOD",10
"1350","2018-12","CRAIGIEBURN",47
"1351","2018-12","CRANBOURNE",19
"1352","2018-12","CRANBOURNE EAST",22
"1353","2018-12","CRANBOURNE NORTH",16
"1354","2018-12","CRANBOURNE WEST",22
"1355","2018-12","CRIB POINT",7
"1356","2018-12","CROYDON",38
"1357","2018-12","CROYDON HILLS",1
"1358","2018-12","CROYDON NORTH",9
"1359","2018-12","CROYDON SOUTH",7
"1360","2018-12","DALLAS",5
"1361","2018-12","DANDENONG",15
"1362","2018-12","DANDENONG NORTH",15
"1363","2018-12","DEEPDENE",4
"1364","2018-12","DEER PARK",7
"1365","2018-12","DELAHEY",10
"1366","2018-12","DERRIMUT",12
"1367","2018-12","DIAMOND CREEK",16
"1368","2018-12","DINGLEY VILLAGE",10
"1369","2018-12","DOCKLANDS",16
"1370","2018-12","DON VALLEY",1
"1371","2018-12","DONCASTER",24
"1372","2018-12","DONCASTER EAST",22
"1373","2018-12","DONVALE",11
"1374","2018-12","DOREEN",22
"1375","2018-12","DOVETON",11
"1376","2018-12","DROMANA",8
"1377","2018-12","EAGLEMONT",2
"1378","2018-12","EAST MELBOURNE",2
"1379","2018-12","EAST WARBURTON",2
"1380","2018-12","EDITHVALE",6
"1381","2018-12","ELSTERNWICK",13
"1382","2018-12","ELTHAM",23
"1383","2018-12","ELTHAM NORTH",3
"1384","2018-12","ELWOOD",33
"1385","2018-12","EMERALD",7
"1386","2018-12","ENDEAVOUR HILLS",17
"1387","2018-12","EPPING",25
"1388","2018-12","ESSENDON",27
"1389","2018-12","ESSENDON NORTH",4
"1390","2018-12","ESSENDON WEST",2
"1391","2018-12","EUMEMMERRING",1
"1392","2018-12","EYNESBURY",4
"1393","2018-12","FAIRFIELD",7
"1394","2018-12","FAWKNER",11
"1395","2018-12","FERNTREE GULLY",27
"1396","2018-12","FERNY CREEK",2
"1397","2018-12","FINGAL",4
"1398","2018-12","FITZROY",9
"1399","2018-12","FITZROY NORTH",17
"1400","2018-12","FLEMINGTON",9
"1401","2018-12","FLINDERS",4
"1402","2018-12","FOOTSCRAY",19
"1403","2018-12","FOREST HILL",10
"1404","2018-12","FRANKSTON",50
"1405","2018-12","FRANKSTON NORTH",7
"1406","2018-12","FRANKSTON SOUTH",17
"1407","2018-12","FRASER RISE",3
"1408","2018-12","GEMBROOK",3
"1409","2018-12","GLADSTONE PARK",3
"1410","2018-12","GLEN HUNTLY",8
