"","Month_Yr","SUBURB","n"
"7331","2020-02","SUNSHINE",12
"7332","2020-02","SUNSHINE NORTH",8
"7333","2020-02","SUNSHINE WEST",16
"7334","2020-02","SURREY HILLS",12
"7335","2020-02","SYDENHAM",6
"7336","2020-02","TARNEIT",63
"7337","2020-02","TAYLORS HILL",8
"7338","2020-02","TAYLORS LAKES",6
"7339","2020-02","TECOMA",2
"7340","2020-02","TEMPLESTOWE",14
"7341","2020-02","TEMPLESTOWE LOWER",12
"7342","2020-02","THE BASIN",6
"7343","2020-02","THOMASTOWN",20
"7344","2020-02","THORNBURY",24
"7345","2020-02","THORNHILL PARK",3
"7346","2020-02","TOOLERN VALE",1
"7347","2020-02","TOORADIN",2
"7348","2020-02","TOORAK",11
"7349","2020-02","TOOTGAROOK",13
"7350","2020-02","TRAVANCORE",6
"7351","2020-02","TREMONT",1
"7352","2020-02","TRUGANINA",38
"7353","2020-02","TULLAMARINE",11
"7354","2020-02","TYABB",5
"7355","2020-02","TYNONG",1
"7356","2020-02","UPPER FERNTREE GULLY",2
"7357","2020-02","UPWEY",7
"7358","2020-02","VERMONT",9
"7359","2020-02","VERMONT SOUTH",8
"7360","2020-02","VIEWBANK",1
"7361","2020-02","WANDIN EAST",1
"7362","2020-02","WANDIN NORTH",1
"7363","2020-02","WANTIRNA",21
"7364","2020-02","WANTIRNA SOUTH",21
"7365","2020-02","WARBURTON",3
"7366","2020-02","WARRANDYTE",7
"7367","2020-02","WARRANDYTE SOUTH",1
"7368","2020-02","WARRANWOOD",5
"7369","2020-02","WATERWAYS",2
"7370","2020-02","WATSONIA",8
"7371","2020-02","WATSONIA NORTH",3
"7372","2020-02","WATTLE GLEN",1
"7373","2020-02","WEIR VIEWS",2
"7374","2020-02","WERRIBEE",53
"7375","2020-02","WERRIBEE SOUTH",4
"7376","2020-02","WEST FOOTSCRAY",12
"7377","2020-02","WEST MELBOURNE",1
"7378","2020-02","WESTMEADOWS",9
"7379","2020-02","WHEELERS HILL",18
"7380","2020-02","WHITTLESEA",12
"7381","2020-02","WILLIAMS LANDING",5
"7382","2020-02","WILLIAMSTOWN",22
"7383","2020-02","WINDSOR",8
"7384","2020-02","WOLLERT",50
"7385","2020-02","WONGA PARK",1
"7386","2020-02","WOORI YALLOCK",6
"7387","2020-02","WYNDHAM VALE",22
"7388","2020-02","YARRA GLEN",2
"7389","2020-02","YARRA JUNCTION",8
"7390","2020-02","YARRAMBAT",2
"7391","2020-02","YARRAVILLE",16
"7392","2020-02","YELLINGBO",2
"7393","2020-03","ABBOTSFORD",17
"7394","2020-03","ABERFELDIE",5
"7395","2020-03","AINTREE",5
"7396","2020-03","AIRPORT WEST",11
"7397","2020-03","ALBANVALE",4
"7398","2020-03","ALBERT PARK",9
"7399","2020-03","ALBION",10
"7400","2020-03","ALPHINGTON",2
"7401","2020-03","ALTONA",13
"7402","2020-03","ALTONA MEADOWS",12
"7403","2020-03","ALTONA NORTH",16
"7404","2020-03","ARDEER",7
"7405","2020-03","ARMADALE",15
"7406","2020-03","ARTHURS CREEK",1
"7407","2020-03","ARTHURS SEAT",1
"7408","2020-03","ASCOT VALE",15
"7409","2020-03","ASHBURTON",2
"7410","2020-03","ASHWOOD",6
"7411","2020-03","ASPENDALE",14
"7412","2020-03","ASPENDALE GARDENS",6
"7413","2020-03","ATTWOOD",3
"7414","2020-03","AVONDALE HEIGHTS",11
"7415","2020-03","AVONSLEIGH",1
"7416","2020-03","BALACLAVA",7
"7417","2020-03","BALNARRING",2
"7418","2020-03","BALNARRING BEACH",1
"7419","2020-03","BALWYN",13
"7420","2020-03","BALWYN NORTH",14
"7421","2020-03","BAXTER",4
"7422","2020-03","BAYSWATER",15
"7423","2020-03","BAYSWATER NORTH",11
"7424","2020-03","BEACONSFIELD",4
"7425","2020-03","BEACONSFIELD UPPER",5
"7426","2020-03","BEAUMARIS",17
"7427","2020-03","BELGRAVE",9
"7428","2020-03","BELGRAVE HEIGHTS",1
"7429","2020-03","BELLFIELD",2
"7430","2020-03","BEND OF ISLANDS",1
"7431","2020-03","BENTLEIGH",29
"7432","2020-03","BENTLEIGH EAST",37
"7433","2020-03","BERWICK",46
"7434","2020-03","BITTERN",5
"7435","2020-03","BLACK ROCK",11
"7436","2020-03","BLACKBURN",26
"7437","2020-03","BLACKBURN NORTH",16
"7438","2020-03","BLACKBURN SOUTH",10
"7439","2020-03","BLAIRGOWRIE",6
"7440","2020-03","BONBEACH",10
"7441","2020-03","BORONIA",41
"7442","2020-03","BOTANIC RIDGE",5
"7443","2020-03","BOX HILL",20
"7444","2020-03","BOX HILL NORTH",15
"7445","2020-03","BOX HILL SOUTH",13
"7446","2020-03","BRAYBROOK",10
"7447","2020-03","BRIAR HILL",6
"7448","2020-03","BRIGHTON",23
"7449","2020-03","BRIGHTON EAST",14
"7450","2020-03","BROADMEADOWS",9
"7451","2020-03","BROOKFIELD",12
"7452","2020-03","BROOKLYN",2
"7453","2020-03","BRUNSWICK",28
"7454","2020-03","BRUNSWICK EAST",30
"7455","2020-03","BRUNSWICK WEST",20
"7456","2020-03","BULLEEN",9
"7457","2020-03","BUNDOORA",31
"7458","2020-03","BUNYIP",3
"7459","2020-03","BURNSIDE",6
"7460","2020-03","BURNSIDE HEIGHTS",2
"7461","2020-03","BURWOOD",13
"7462","2020-03","BURWOOD EAST",20
"7463","2020-03","CAIRNLEA",9
"7464","2020-03","CAMBERWELL",12
"7465","2020-03","CAMPBELLFIELD",4
"7466","2020-03","CANTERBURY",8
"7467","2020-03","CAPEL SOUND",8
"7468","2020-03","CARLTON",17
"7469","2020-03","CARLTON NORTH",6
"7470","2020-03","CARNEGIE",27
"7471","2020-03","CAROLINE SPRINGS",22
"7472","2020-03","CARRUM",7
"7473","2020-03","CARRUM DOWNS",29
"7474","2020-03","CAULFIELD",5
"7475","2020-03","CAULFIELD EAST",6
"7476","2020-03","CAULFIELD NORTH",30
"7477","2020-03","CAULFIELD SOUTH",12
"7478","2020-03","CHADSTONE",14
"7479","2020-03","CHELSEA",18
"7480","2020-03","CHELSEA HEIGHTS",6
"7481","2020-03","CHELTENHAM",44
"7482","2020-03","CHIRNSIDE PARK",18
"7483","2020-03","CHUM CREEK",1
"7484","2020-03","CLARINDA",11
"7485","2020-03","CLAYTON",25
"7486","2020-03","CLAYTON SOUTH",13
"7487","2020-03","CLIFTON HILL",12
"7488","2020-03","CLYDE",19
"7489","2020-03","CLYDE NORTH",20
"7490","2020-03","COBBLEBANK",2
"7491","2020-03","COBURG",28
"7492","2020-03","COBURG NORTH",14
"7493","2020-03","COCKATOO",3
"7494","2020-03","COLDSTREAM",4
"7495","2020-03","COLLINGWOOD",19
"7496","2020-03","COOLAROO",2
"7497","2020-03","CRAIGIEBURN",79
"7498","2020-03","CRANBOURNE",26
"7499","2020-03","CRANBOURNE EAST",21
"7500","2020-03","CRANBOURNE NORTH",19
"7501","2020-03","CRANBOURNE SOUTH",3
"7502","2020-03","CRANBOURNE WEST",22
"7503","2020-03","CRIB POINT",5
"7504","2020-03","CROYDON",35
"7505","2020-03","CROYDON HILLS",3
"7506","2020-03","CROYDON NORTH",13
"7507","2020-03","CROYDON SOUTH",7
"7508","2020-03","DALLAS",4
"7509","2020-03","DANDENONG",25
"7510","2020-03","DANDENONG NORTH",14
"7511","2020-03","DEANSIDE",1
"7512","2020-03","DEEPDENE",2
"7513","2020-03","DEER PARK",17
"7514","2020-03","DELAHEY",4
"7515","2020-03","DERRIMUT",7
"7516","2020-03","DIAMOND CREEK",18
"7517","2020-03","DIGGERS REST",3
"7518","2020-03","DINGLEY VILLAGE",4
"7519","2020-03","DOCKLANDS",35
"7520","2020-03","DONCASTER",27
"7521","2020-03","DONCASTER EAST",38
"7522","2020-03","DONNYBROOK",1
"7523","2020-03","DONVALE",9
"7524","2020-03","DOREEN",41
"7525","2020-03","DOVETON",8
"7526","2020-03","DROMANA",9
"7527","2020-03","EAGLEMONT",7
"7528","2020-03","EAST MELBOURNE",11
"7529","2020-03","EAST WARBURTON",2
"7530","2020-03","EDITHVALE",10
"7531","2020-03","ELSTERNWICK",15
"7532","2020-03","ELTHAM",23
"7533","2020-03","ELTHAM NORTH",7
"7534","2020-03","ELWOOD",23
"7535","2020-03","EMERALD",3
"7536","2020-03","ENDEAVOUR HILLS",29
"7537","2020-03","EPPING",36
"7538","2020-03","ESSENDON",28
"7539","2020-03","ESSENDON NORTH",5
"7540","2020-03","ESSENDON WEST",1
"7541","2020-03","EUMEMMERRING",5
"7542","2020-03","EYNESBURY",3
"7543","2020-03","FAIRFIELD",5
"7544","2020-03","FAWKNER",14
"7545","2020-03","FERNTREE GULLY",35
"7546","2020-03","FERNY CREEK",1
"7547","2020-03","FINGAL",1
"7548","2020-03","FITZROY",10
"7549","2020-03","FITZROY NORTH",13
"7550","2020-03","FLEMINGTON",14
"7551","2020-03","FLINDERS",2
"7552","2020-03","FOOTSCRAY",23
"7553","2020-03","FOREST HILL",9
"7554","2020-03","FRANKSTON",64
"7555","2020-03","FRANKSTON NORTH",4
"7556","2020-03","FRANKSTON SOUTH",12
"7557","2020-03","FRASER RISE",6
"7558","2020-03","GARDENVALE",1
"7559","2020-03","GARFIELD",1
"7560","2020-03","GEMBROOK",2
"7561","2020-03","GLADSTONE PARK",11
"7562","2020-03","GLEN HUNTLY",8
"7563","2020-03","GLEN IRIS",24
"7564","2020-03","GLEN WAVERLEY",45
"7565","2020-03","GLENROY",34
"7566","2020-03","GOWANBRAE",1
"7567","2020-03","GREENSBOROUGH",21
"7568","2020-03","GREENVALE",26
"7569","2020-03","GRUYERE",1
"7570","2020-03","HADFIELD",11
"7571","2020-03","HALLAM",5
"7572","2020-03","HAMPTON",12
"7573","2020-03","HAMPTON EAST",4
"7574","2020-03","HAMPTON PARK",24
"7575","2020-03","HARKAWAY",1
"7576","2020-03","HARKNESS",13
"7577","2020-03","HASTINGS",26
"7578","2020-03","HAWTHORN",35
"7579","2020-03","HAWTHORN EAST",19
"7580","2020-03","HEALESVILLE",13
"7581","2020-03","HEATHERTON",2
"7582","2020-03","HEATHMONT",7
"7583","2020-03","HEIDELBERG",8
"7584","2020-03","HEIDELBERG HEIGHTS",9
"7585","2020-03","HEIDELBERG WEST",10
"7586","2020-03","HIGHETT",25
"7587","2020-03","HILLSIDE",15
"7588","2020-03","HOPPERS CROSSING",34
"7589","2020-03","HUGHESDALE",5
"7590","2020-03","HUNTINGDALE",2
"7591","2020-03","HURSTBRIDGE",1
"7592","2020-03","IVANHOE",16
"7593","2020-03","IVANHOE EAST",3
"7594","2020-03","KALKALLO",5
"7595","2020-03","KALORAMA",4
"7596","2020-03","KANGAROO GROUND",1
"7597","2020-03","KEALBA",4
"7598","2020-03","KEILOR",7
"7599","2020-03","KEILOR DOWNS",1
"7600","2020-03","KEILOR EAST",20
"7601","2020-03","KEILOR PARK",1
"7602","2020-03","KENSINGTON",16
"7603","2020-03","KEW",32
"7604","2020-03","KEW EAST",4
"7605","2020-03","KEYSBOROUGH",28
"7606","2020-03","KILSYTH",20
"7607","2020-03","KINGS PARK",7
"7608","2020-03","KINGSBURY",7
"7609","2020-03","KINGSVILLE",4
"7610","2020-03","KNOXFIELD",7
"7611","2020-03","KOO WEE RUP",5
"7612","2020-03","KOOYONG",1
"7613","2020-03","KURUNJANG",9
"7614","2020-03","LALOR",23
"7615","2020-03","LANG LANG",4
"7616","2020-03","LANGWARRIN",36
"7617","2020-03","LANGWARRIN SOUTH",1
"7618","2020-03","LAUNCHING PLACE",1
"7619","2020-03","LAVERTON",11
"7620","2020-03","LILYDALE",24
"7621","2020-03","LITTLE RIVER",1
"7622","2020-03","LOWER PLENTY",3
"7623","2020-03","LYNBROOK",7
"7624","2020-03","LYNDHURST",11
"7625","2020-03","LYSTERFIELD",4
"7626","2020-03","MACCLESFIELD",2
"7627","2020-03","MACLEOD",13
"7628","2020-03","MAIDSTONE",10
"7629","2020-03","MALVERN",5
"7630","2020-03","MALVERN EAST",21
"7631","2020-03","MANOR LAKES",9
"7632","2020-03","MARIBYRNONG",19
"7633","2020-03","MCCRAE",3
"7634","2020-03","MCKINNON",7
"7635","2020-03","MCMAHONS CREEK",1
"7636","2020-03","MEADOW HEIGHTS",11
"7637","2020-03","MELBOURNE",67
"7638","2020-03","MELTON",11
"7639","2020-03","MELTON SOUTH",21
"7640","2020-03","MELTON WEST",13
"7641","2020-03","MENTONE",16
"7642","2020-03","MERNDA",32
"7643","2020-03","MERRICKS BEACH",1
"7644","2020-03","MICKLEHAM",29
"7645","2020-03","MIDDLE PARK",2
"7646","2020-03","MILL PARK",23
"7647","2020-03","MILLGROVE",6
"7648","2020-03","MITCHAM",25
"7649","2020-03","MONBULK",4
"7650","2020-03","MONT ALBERT",3
"7651","2020-03","MONT ALBERT NORTH",6
"7652","2020-03","MONTMORENCY",7
"7653","2020-03","MONTROSE",6
"7654","2020-03","MOONEE PONDS",24
"7655","2020-03","MOORABBIN",3
"7656","2020-03","MOOROOLBARK",21
"7657","2020-03","MORDIALLOC",14
"7658","2020-03","MORNINGTON",41
"7659","2020-03","MOUNT BURNETT",1
"7660","2020-03","MOUNT COTTRELL",1
"7661","2020-03","MOUNT DANDENONG",3
"7662","2020-03","MOUNT ELIZA",14
"7663","2020-03","MOUNT EVELYN",13
"7664","2020-03","MOUNT MARTHA",24
"7665","2020-03","MOUNT WAVERLEY",42
"7666","2020-03","MULGRAVE",23
"7667","2020-03","MURRUMBEENA",13
"7668","2020-03","NAR NAR GOON NORTH",1
"7669","2020-03","NARRE WARREN",19
"7670","2020-03","NARRE WARREN EAST",1
"7671","2020-03","NARRE WARREN NORTH",4
"7672","2020-03","NARRE WARREN SOUTH",26
"7673","2020-03","NEWPORT",14
"7674","2020-03","NIDDRIE",10
"7675","2020-03","NOBLE PARK",17
"7676","2020-03","NOBLE PARK NORTH",4
"7677","2020-03","NORTH MELBOURNE",13
"7678","2020-03","NORTH WARRANDYTE",1
"7679","2020-03","NORTHCOTE",29
"7680","2020-03","NOTTING HILL",1
"7681","2020-03","NUNAWADING",15
"7682","2020-03","OAK PARK",9
"7683","2020-03","OAKLEIGH",13
"7684","2020-03","OAKLEIGH EAST",7
"7685","2020-03","OAKLEIGH SOUTH",16
"7686","2020-03","OFFICER",38
"7687","2020-03","ORMOND",18
"7688","2020-03","PAKENHAM",89
"7689","2020-03","PAKENHAM UPPER",1
"7690","2020-03","PARK ORCHARDS",3
"7691","2020-03","PARKDALE",16
"7692","2020-03","PARKVILLE",6
"7693","2020-03","PASCOE VALE",27
"7694","2020-03","PASCOE VALE SOUTH",13
"7695","2020-03","PATTERSON LAKES",11
"7696","2020-03","PEARCEDALE",2
"7697","2020-03","PLENTY",2
"7698","2020-03","PLUMPTON",1
"7699","2020-03","POINT COOK",75
"7700","2020-03","PORT MELBOURNE",25
"7701","2020-03","PORTSEA",5
"7702","2020-03","PRAHRAN",27
"7703","2020-03","PRESTON",44
"7704","2020-03","RED HILL",1
"7705","2020-03","RESEARCH",1
"7706","2020-03","RESERVOIR",57
"7707","2020-03","RICHMOND",37
"7708","2020-03","RINGWOOD",25
"7709","2020-03","RINGWOOD EAST",21
"7710","2020-03","RINGWOOD NORTH",12
"7711","2020-03","RIPPONLEA",4
"7712","2020-03","ROSANNA",10
"7713","2020-03","ROSEBUD",40
"7714","2020-03","ROWVILLE",30
"7715","2020-03","ROXBURGH PARK",28
"7716","2020-03","RYE",21
"7717","2020-03","SAFETY BEACH",13
"7718","2020-03","SANDHURST",6
"7719","2020-03","SANDRINGHAM",13
"7720","2020-03","SASSAFRAS",2
"7721","2020-03","SCORESBY",6
"7722","2020-03","SEABROOK",5
"7723","2020-03","SEAFORD",30
"7724","2020-03","SEAHOLME",2
"7725","2020-03","SEDDON",4
"7726","2020-03","SELBY",2
"7727","2020-03","SEVILLE",3
"7728","2020-03","SEVILLE EAST",1
"7729","2020-03","SHERBROOKE",1
"7730","2020-03","SHOREHAM",2
"7731","2020-03","SILVAN",1
"7732","2020-03","SKYE",3
"7733","2020-03","SMITHS GULLY",1
"7734","2020-03","SOMERS",4
"7735","2020-03","SOMERVILLE",17
"7736","2020-03","SORRENTO",7
"7737","2020-03","SOUTH KINGSVILLE",6
"7738","2020-03","SOUTH MELBOURNE",15
"7739","2020-03","SOUTH MORANG",27
"7740","2020-03","SOUTH YARRA",40
"7741","2020-03","SOUTHBANK",34
"7742","2020-03","SPOTSWOOD",5
"7743","2020-03","SPRINGVALE",8
"7744","2020-03","SPRINGVALE SOUTH",5
"7745","2020-03","ST ALBANS",24
"7746","2020-03","ST ANDREWS BEACH",1
"7747","2020-03","ST HELENA",2
"7748","2020-03","ST KILDA",35
"7749","2020-03","ST KILDA EAST",19
"7750","2020-03","ST KILDA WEST",3
"7751","2020-03","STRATHMORE",13
"7752","2020-03","STRATHMORE HEIGHTS",1
"7753","2020-03","SUNBURY",55
"7754","2020-03","SUNSHINE",13
"7755","2020-03","SUNSHINE NORTH",6
"7756","2020-03","SUNSHINE WEST",16
"7757","2020-03","SURREY HILLS",20
"7758","2020-03","SYDENHAM",15
"7759","2020-03","TARNEIT",51
"7760","2020-03","TAYLORS HILL",16
"7761","2020-03","TAYLORS LAKES",8
"7762","2020-03","TECOMA",2
"7763","2020-03","TEMPLESTOWE",12
"7764","2020-03","TEMPLESTOWE LOWER",19
"7765","2020-03","THE BASIN",4
"7766","2020-03","THOMASTOWN",19
"7767","2020-03","THORNBURY",23
"7768","2020-03","THORNHILL PARK",1
"7769","2020-03","TOOLANGI",1
"7770","2020-03","TOOLERN VALE",1
"7771","2020-03","TOORADIN",3
"7772","2020-03","TOORAK",22
"7773","2020-03","TOOTGAROOK",6
"7774","2020-03","TRAVANCORE",6
"7775","2020-03","TRUGANINA",35
"7776","2020-03","TULLAMARINE",5
"7777","2020-03","TYABB",3
"7778","2020-03","UPWEY",11
"7779","2020-03","VERMONT",12
"7780","2020-03","VERMONT SOUTH",9
"7781","2020-03","VIEWBANK",8
"7782","2020-03","WANDIN NORTH",3
"7783","2020-03","WANTIRNA",8
"7784","2020-03","WANTIRNA SOUTH",11
"7785","2020-03","WARBURTON",1
"7786","2020-03","WARNEET",2
"7787","2020-03","WARRANDYTE",8
"7788","2020-03","WARRANDYTE SOUTH",2
"7789","2020-03","WARRANWOOD",2
"7790","2020-03","WATERWAYS",4
"7791","2020-03","WATSONIA",8
"7792","2020-03","WATSONIA NORTH",7
"7793","2020-03","WATTLE GLEN",4
"7794","2020-03","WEIR VIEWS",2
"7795","2020-03","WERRIBEE",46
"7796","2020-03","WERRIBEE SOUTH",2
"7797","2020-03","WESBURN",1
"7798","2020-03","WEST FOOTSCRAY",19
"7799","2020-03","WEST MELBOURNE",7
"7800","2020-03","WESTMEADOWS",12
"7801","2020-03","WHEELERS HILL",21
"7802","2020-03","WHITTLESEA",5
"7803","2020-03","WILLIAMS LANDING",4
"7804","2020-03","WILLIAMSTOWN",13
"7805","2020-03","WINDSOR",11
"7806","2020-03","WOLLERT",33
"7807","2020-03","WONGA PARK",1
"7808","2020-03","WOORI YALLOCK",9
"7809","2020-03","WYNDHAM VALE",25
"7810","2020-03","YALLAMBIE",3
"7811","2020-03","YARRA GLEN",5
"7812","2020-03","YARRA JUNCTION",2
"7813","2020-03","YARRAVILLE",22
"7814","2020-04","ABBOTSFORD",9
"7815","2020-04","ABERFELDIE",1
"7816","2020-04","AINTREE",6
"7817","2020-04","AIRPORT WEST",7
"7818","2020-04","ALBANVALE",3
"7819","2020-04","ALBERT PARK",3
"7820","2020-04","ALBION",1
"7821","2020-04","ALPHINGTON",4
"7822","2020-04","ALTONA",10
"7823","2020-04","ALTONA MEADOWS",12
"7824","2020-04","ALTONA NORTH",10
"7825","2020-04","ARDEER",2
"7826","2020-04","ARMADALE",3
"7827","2020-04","ASCOT VALE",14
"7828","2020-04","ASHBURTON",3
"7829","2020-04","ASHWOOD",5
"7830","2020-04","ASPENDALE",2
"7831","2020-04","ASPENDALE GARDENS",3
"7832","2020-04","AVONDALE HEIGHTS",6
"7833","2020-04","BALACLAVA",6
"7834","2020-04","BALNARRING",3
"7835","2020-04","BALWYN",7
"7836","2020-04","BALWYN NORTH",10
"7837","2020-04","BAXTER",2
"7838","2020-04","BAYSWATER",17
"7839","2020-04","BAYSWATER NORTH",6
"7840","2020-04","BEACONSFIELD",11
"7841","2020-04","BEACONSFIELD UPPER",3
"7842","2020-04","BEAUMARIS",6
"7843","2020-04","BELGRAVE",1
"7844","2020-04","BELGRAVE HEIGHTS",3
"7845","2020-04","BELGRAVE SOUTH",1
"7846","2020-04","BELLFIELD",2
"7847","2020-04","BENTLEIGH",12
"7848","2020-04","BENTLEIGH EAST",16
"7849","2020-04","BERWICK",33
"7850","2020-04","BITTERN",3
"7851","2020-04","BLACK ROCK",5
"7852","2020-04","BLACKBURN",10
"7853","2020-04","BLACKBURN NORTH",6
"7854","2020-04","BLACKBURN SOUTH",7
"7855","2020-04","BLAIRGOWRIE",5
"7856","2020-04","BONBEACH",9
"7857","2020-04","BORONIA",24
"7858","2020-04","BOTANIC RIDGE",4
"7859","2020-04","BOX HILL",4
"7860","2020-04","BOX HILL NORTH",6
"7861","2020-04","BOX HILL SOUTH",2
"7862","2020-04","BRAYBROOK",8
"7863","2020-04","BRIAR HILL",1
"7864","2020-04","BRIGHTON",14
"7865","2020-04","BRIGHTON EAST",9
"7866","2020-04","BROADMEADOWS",4
"7867","2020-04","BROOKFIELD",9
"7868","2020-04","BROOKLYN",1
"7869","2020-04","BRUNSWICK",23
"7870","2020-04","BRUNSWICK EAST",14
"7871","2020-04","BRUNSWICK WEST",8
"7872","2020-04","BULLEEN",5
"7873","2020-04","BUNDOORA",19
"7874","2020-04","BURNSIDE",3
"7875","2020-04","BURNSIDE HEIGHTS",4
"7876","2020-04","BURWOOD",5
"7877","2020-04","BURWOOD EAST",8
"7878","2020-04","CAIRNLEA",3
"7879","2020-04","CAMBERWELL",7
"7880","2020-04","CANNONS CREEK",1
"7881","2020-04","CANTERBURY",3
"7882","2020-04","CAPEL SOUND",3
"7883","2020-04","CARLTON",7
"7884","2020-04","CARLTON NORTH",1
"7885","2020-04","CARNEGIE",11
"7886","2020-04","CAROLINE SPRINGS",14
"7887","2020-04","CARRUM",4
"7888","2020-04","CARRUM DOWNS",13
"7889","2020-04","CAULFIELD",1
"7890","2020-04","CAULFIELD NORTH",8
"7891","2020-04","CAULFIELD SOUTH",5
"7892","2020-04","CHADSTONE",7
"7893","2020-04","CHELSEA",9
"7894","2020-04","CHELSEA HEIGHTS",5
"7895","2020-04","CHELTENHAM",15
"7896","2020-04","CHIRNSIDE PARK",4
"7897","2020-04","CLARINDA",4
"7898","2020-04","CLAYTON",7
"7899","2020-04","CLAYTON SOUTH",6
"7900","2020-04","CLIFTON HILL",4
"7901","2020-04","CLYDE",15
"7902","2020-04","CLYDE NORTH",15
"7903","2020-04","COBBLEBANK",1
"7904","2020-04","COBURG",23
"7905","2020-04","COBURG NORTH",8
"7906","2020-04","COCKATOO",2
"7907","2020-04","COLDSTREAM",3
"7908","2020-04","COLLINGWOOD",10
"7909","2020-04","CRAIGIEBURN",43
"7910","2020-04","CRANBOURNE",16
"7911","2020-04","CRANBOURNE EAST",11
"7912","2020-04","CRANBOURNE NORTH",9
"7913","2020-04","CRANBOURNE SOUTH",1
"7914","2020-04","CRANBOURNE WEST",18
"7915","2020-04","CRIB POINT",2
"7916","2020-04","CROYDON",31
"7917","2020-04","CROYDON HILLS",2
"7918","2020-04","CROYDON NORTH",8
"7919","2020-04","CROYDON SOUTH",7
"7920","2020-04","DALLAS",1
"7921","2020-04","DANDENONG",23
"7922","2020-04","DANDENONG NORTH",7
"7923","2020-04","DEEPDENE",1
"7924","2020-04","DEER PARK",14
"7925","2020-04","DELAHEY",8
"7926","2020-04","DERRIMUT",2
"7927","2020-04","DIAMOND CREEK",10
"7928","2020-04","DIGGERS REST",4
"7929","2020-04","DINGLEY VILLAGE",4
"7930","2020-04","DOCKLANDS",17
"7931","2020-04","DONCASTER",17
"7932","2020-04","DONCASTER EAST",25
"7933","2020-04","DONVALE",12
"7934","2020-04","DOREEN",21
"7935","2020-04","DOVETON",8
"7936","2020-04","DROMANA",11
"7937","2020-04","EAGLEMONT",4
"7938","2020-04","EDITHVALE",3
"7939","2020-04","ELSTERNWICK",6
"7940","2020-04","ELTHAM",13
"7941","2020-04","ELTHAM NORTH",6
"7942","2020-04","ELWOOD",18
"7943","2020-04","EMERALD",5
"7944","2020-04","ENDEAVOUR HILLS",8
"7945","2020-04","EPPING",16
"7946","2020-04","ESSENDON",17
"7947","2020-04","ESSENDON NORTH",4
"7948","2020-04","ESSENDON WEST",1
"7949","2020-04","EUMEMMERRING",2
"7950","2020-04","EYNESBURY",2
"7951","2020-04","FAIRFIELD",4
"7952","2020-04","FAWKNER",12
"7953","2020-04","FERNTREE GULLY",20
"7954","2020-04","FITZROY",6
"7955","2020-04","FITZROY NORTH",8
"7956","2020-04","FLEMINGTON",2
"7957","2020-04","FOOTSCRAY",10
"7958","2020-04","FOREST HILL",8
"7959","2020-04","FRANKSTON",41
"7960","2020-04","FRANKSTON NORTH",6
"7961","2020-04","FRANKSTON SOUTH",13
"7962","2020-04","FRASER RISE",7
"7963","2020-04","GEMBROOK",2
"7964","2020-04","GLADSTONE PARK",5
"7965","2020-04","GLEN HUNTLY",3
"7966","2020-04","GLEN IRIS",10
"7967","2020-04","GLEN WAVERLEY",17
"7968","2020-04","GLENROY",17
"7969","2020-04","GOWANBRAE",6
"7970","2020-04","GREENSBOROUGH",20
"7971","2020-04","GREENVALE",9
"7972","2020-04","HADFIELD",9
"7973","2020-04","HALLAM",6
"7974","2020-04","HAMPTON",5
"7975","2020-04","HAMPTON EAST",4
"7976","2020-04","HAMPTON PARK",15
"7977","2020-04","HARKAWAY",1
"7978","2020-04","HARKNESS",9
"7979","2020-04","HASTINGS",8
"7980","2020-04","HAWTHORN",18
"7981","2020-04","HAWTHORN EAST",2
"7982","2020-04","HEALESVILLE",7
"7983","2020-04","HEATHERTON",1
"7984","2020-04","HEATHMONT",4
"7985","2020-04","HEIDELBERG",5
"7986","2020-04","HEIDELBERG HEIGHTS",4
"7987","2020-04","HEIDELBERG WEST",3
"7988","2020-04","HIGHETT",8
"7989","2020-04","HILLSIDE",8
"7990","2020-04","HOPPERS CROSSING",23
"7991","2020-04","HUGHESDALE",3
"7992","2020-04","HUNTINGDALE",1
"7993","2020-04","IVANHOE",3
"7994","2020-04","KALKALLO",3
"7995","2020-04","KALLISTA",1
"7996","2020-04","KEALBA",1
"7997","2020-04","KEILOR",3
"7998","2020-04","KEILOR EAST",8
"7999","2020-04","KEILOR PARK",3
"8000","2020-04","KENSINGTON",8
"8001","2020-04","KEW",9
"8002","2020-04","KEW EAST",3
"8003","2020-04","KEYSBOROUGH",18
"8004","2020-04","KILSYTH",14
"8005","2020-04","KINGS PARK",6
"8006","2020-04","KINGSBURY",2
"8007","2020-04","KNOXFIELD",4
"8008","2020-04","KOO WEE RUP",5
"8009","2020-04","KURUNJANG",8
"8010","2020-04","LALOR",19
"8011","2020-04","LANG LANG",4
"8012","2020-04","LANGWARRIN",19
"8013","2020-04","LAVERTON",7
"8014","2020-04","LILYDALE",10
"8015","2020-04","LITTLE RIVER",1
"8016","2020-04","LOWER PLENTY",3
"8017","2020-04","LYNBROOK",3
"8018","2020-04","LYNDHURST",7
"8019","2020-04","LYSTERFIELD",3
"8020","2020-04","MACCLESFIELD",1
"8021","2020-04","MACLEOD",10
"8022","2020-04","MAIDSTONE",7
"8023","2020-04","MALVERN",4
"8024","2020-04","MALVERN EAST",14
"8025","2020-04","MANOR LAKES",7
"8026","2020-04","MARIBYRNONG",11
"8027","2020-04","MCCRAE",5
