,year,SUBURB,suburb,n,price_mean
1474,2021,BEND OF ISLANDS,Bend Of Islands,2,745000
1475,2021,BENTLEIGH,Bentleigh,73,1261974.205
1476,2021,BENTLEIGH EAST,Bentleigh East,100,1232149.43
1477,2021,BERWICK,Berwick,228,838361.9123
1478,2021,BITTERN,Bittern,20,658515
1479,2021,BLACK ROCK,Black Rock,24,1798708.333
1480,2021,BLACKBURN,Blackburn,52,1162711.558
1481,2021,BLACKBURN NORTH,Blackburn North,20,1096829.4
1482,2021,BLACKBURN SOUTH,Blackburn South,36,1278953.194
1483,2021,BLAIRGOWRIE,Blairgowrie,32,1494251.125
1484,2021,BLIND BIGHT,Blind Bight,6,632583.3333
1485,2021,BONBEACH,Bonbeach,55,845944.5273
1486,2021,BONNIE BROOK,Bonnie Brook,1,501420
1487,2021,BORONIA,Boronia,103,733498.4272
1488,2021,BOTANIC RIDGE,Botanic Ridge,24,814291.6667
1489,2021,BOX HILL,Box Hill,51,863905.1765
1490,2021,BOX HILL NORTH,Box Hill North,50,1088229.76
1491,2021,BOX HILL SOUTH,Box Hill South,39,1334084.872
1492,2021,BRAYBROOK,Braybrook,42,681071.4286
1493,2021,BRIAR HILL,Briar Hill,13,917576.9231
1494,2021,BRIGHTON,Brighton,41,2212585.341
1495,2021,BRIGHTON EAST,Brighton East,46,1883534.522
1496,2021,BROADMEADOWS,Broadmeadows,50,522670
1497,2021,BROOKFIELD,Brookfield,46,562338.0652
1498,2021,BROOKLYN,Brooklyn,15,698666.6667
1499,2021,BRUNSWICK,Brunswick,121,874868.0083
1500,2021,BRUNSWICK EAST,Brunswick East,61,834529.5082
1501,2021,BRUNSWICK WEST,Brunswick West,63,796907.1429
1502,2021,BULLA,Bulla,1,1005000
1503,2021,BULLEEN,Bulleen,56,1083612.5
1504,2021,BUNDOORA,Bundoora,97,758485.4433
1505,2021,BUNYIP,Bunyip,10,593780
1506,2021,BURNLEY,Burnley,1,1315000
1507,2021,BURNSIDE,Burnside,9,721222.2222
1508,2021,BURNSIDE HEIGHTS,Burnside Heights,11,684636.3636
1509,2021,BURWOOD,Burwood,59,1083841.508
1510,2021,BURWOOD EAST,Burwood East,29,1104830.621
1511,2021,CAIRNLEA,Cairnlea,14,746392.8571
1512,2021,CAMBERWELL,Camberwell,40,1638679.65
1513,2021,CAMPBELLFIELD,Campbellfield,13,527568.3077
1514,2021,CANNONS CREEK,Cannons Creek,5,775000
1515,2021,CANTERBURY,Canterbury,15,2102566.667
1516,2021,CAPE SCHANCK,Cape Schanck,6,1506750
1517,2021,CAPEL SOUND,Capel Sound,46,697316.3043
1518,2021,CARLTON,Carlton,50,563297.76
1519,2021,CARLTON NORTH,Carlton North,29,1724827.586
1520,2021,CARNEGIE,Carnegie,81,816351.8395
1521,2021,CAROLINE SPRINGS,Caroline Springs,85,670648.6824
1522,2021,CARRUM,Carrum,31,891104.8387
1523,2021,CARRUM DOWNS,Carrum Downs,136,594716.0882
1524,2021,CATANI,Catani,1,549000
1525,2021,CAULFIELD,Caulfield,20,1129300
1526,2021,CAULFIELD EAST,Caulfield East,3,1017666.667
1527,2021,CAULFIELD NORTH,Caulfield North,40,1204954.975
1528,2021,CAULFIELD SOUTH,Caulfield South,32,1329719.625
1529,2021,CHADSTONE,Chadstone,42,922274.9762
1530,2021,CHELSEA,Chelsea,55,854821.5273
1531,2021,CHELSEA HEIGHTS,Chelsea Heights,16,914285.5625
1532,2021,CHELTENHAM,Cheltenham,102,975212.1275
1533,2021,CHIRNSIDE PARK,Chirnside Park,44,840631.7955
1534,2021,CHUM CREEK,Chum Creek,2,980000
1535,2021,CLARINDA,Clarinda,13,908961.5385
1536,2021,CLAYTON,Clayton,51,797351.7255
1537,2021,CLAYTON SOUTH,Clayton South,50,793873
1538,2021,CLEMATIS,Clematis,3,840000
1539,2021,CLIFTON HILL,Clifton Hill,22,1408785.909
1540,2021,CLYDE,Clyde,56,579746.25
1541,2021,CLYDE NORTH,Clyde North,133,668939.3684
1542,2021,COBBLEBANK,Cobblebank,16,518625
1543,2021,COBURG,Coburg,107,948618.6916
1544,2021,COBURG NORTH,Coburg North,22,864448.5909
1545,2021,COCKATOO,Cockatoo,17,709470.5882
1546,2021,COLDSTREAM,Coldstream,8,733125
1547,2021,COLLINGWOOD,Collingwood,47,796325.5319
1548,2021,COOLAROO,Coolaroo,7,468285.7143
1549,2021,COTTLES BRIDGE,Cottles Bridge,1,1240000
1550,2021,CRAIGIEBURN,Craigieburn,268,592380.3843
1551,2021,CRANBOURNE,Cranbourne,107,564279.2056
1552,2021,CRANBOURNE EAST,Cranbourne East,84,639884.0357
1553,2021,CRANBOURNE NORTH,Cranbourne North,93,629971.5054
1554,2021,CRANBOURNE SOUTH,Cranbourne South,5,792200
1555,2021,CRANBOURNE WEST,Cranbourne West,92,595873.913
1556,2021,CREMORNE,Cremorne,3,642633.3333
1557,2021,CRIB POINT,Crib Point,18,610444.4444
1558,2021,CROYDON,Croydon,161,748519.6273
1559,2021,CROYDON HILLS,Croydon Hills,10,963049.9
1560,2021,CROYDON NORTH,Croydon North,42,845372.619
1561,2021,CROYDON SOUTH,Croydon South,18,856666.6667
1562,2021,DALLAS,Dallas,15,495633.3333
1563,2021,DANDENONG,Dandenong,114,583359.6491
1564,2021,DANDENONG NORTH,Dandenong North,76,702876.1579
1565,2021,DEANSIDE,Deanside,14,498214.2857
1566,2021,DEEPDENE,Deepdene,2,2860000
1567,2021,DEER PARK,Deer Park,63,604879.1746
1568,2021,DELAHEY,Delahey,23,578902.1739
1569,2021,DERRIMUT,Derrimut,21,708080.9524
1570,2021,DEVON MEADOWS,Devon Meadows,2,1175000
1571,2021,DIAMOND CREEK,Diamond Creek,33,939142.697
1572,2021,DIGGERS REST,Diggers Rest,28,541155.3571
1573,2021,DINGLEY VILLAGE,Dingley Village,35,1008142.857
1574,2021,DOCKLANDS,Docklands,103,755959.301
1575,2021,DON VALLEY,Don Valley,2,930000
1576,2021,DONCASTER,Doncaster,100,1085323.38
1577,2021,DONCASTER EAST,Doncaster East,117,1111190.667
1578,2021,DONNYBROOK,Donnybrook,19,562140.8421
1579,2021,DONVALE,Donvale,34,1257679.412
1580,2021,DOREEN,Doreen,128,733137.1719
1581,2021,DOVETON,Doveton,46,606206.5217
1582,2021,DROMANA,Dromana,50,932260
1583,2021,EAGLEMONT,Eaglemont,6,1672666.667
1584,2021,EAST MELBOURNE,East Melbourne,17,1891766.471
1585,2021,EAST WARBURTON,East Warburton,3,753333.3333
1586,2021,EDEN PARK,Eden Park,1,1240000
1587,2021,EDITHVALE,Edithvale,45,959053.2222
1588,2021,ELSTERNWICK,Elsternwick,30,1024916.667
1589,2021,ELTHAM,Eltham,73,1044538.877
1590,2021,ELTHAM NORTH,Eltham North,26,1063536.538
1591,2021,ELWOOD,Elwood,73,936858.8767
1592,2021,EMERALD,Emerald,26,945000
1593,2021,ENDEAVOUR HILLS,Endeavour Hills,65,788644.4154
1594,2021,EPPING,Epping,127,576465.3543
1595,2021,ESSENDON,Essendon,83,1044802.277
1596,2021,ESSENDON NORTH,Essendon North,17,772911.7647
1597,2021,ESSENDON WEST,Essendon West,4,1234750
1598,2021,EUMEMMERRING,Eumemmerring,11,1114636.364
1599,2021,EYNESBURY,Eynesbury,16,639968.75
1600,2021,FAIRFIELD,Fairfield,22,911159.0909
1601,2021,FAWKNER,Fawkner,51,719141.6667
1602,2021,FERNTREE GULLY,Ferntree Gully,109,761840.8257
1603,2021,FERNY CREEK,Ferny Creek,12,1170416.667
1604,2021,FINGAL,Fingal,6,1526999.833
1605,2021,FITZROY,Fitzroy,42,1161564.167
1606,2021,FITZROY NORTH,Fitzroy North,36,1325347.222
1607,2021,FLEMINGTON,Flemington,32,959375
1608,2021,FLINDERS,Flinders,2,4287500
1609,2021,FOOTSCRAY,Footscray,86,743727.593
1610,2021,FOREST HILL,Forest Hill,39,990769.2308
1611,2021,FRANKSTON,Frankston,242,639909.6612
1612,2021,FRANKSTON NORTH,Frankston North,26,517692.3077
1613,2021,FRANKSTON SOUTH,Frankston South,99,997991.9192
1614,2021,FRASER RISE,Fraser Rise,48,576489.375
1615,2021,GARDENVALE,Gardenvale,1,329000
1616,2021,GARFIELD,Garfield,11,585045.4545
1617,2021,GEMBROOK,Gembrook,5,872200
1618,2021,GLADSTONE PARK,Gladstone Park,24,722112.5
1619,2021,GLEN HUNTLY,Glen Huntly,16,736296.875
1620,2021,GLEN IRIS,Glen Iris,64,1443753.125
1621,2021,GLEN WAVERLEY,Glen Waverley,136,1425814.699
1622,2021,GLENROY,Glenroy,108,700996.8056
1623,2021,GOWANBRAE,Gowanbrae,8,868375
1624,2021,GREENSBOROUGH,Greensborough,74,875137.8378
1625,2021,GREENVALE,Greenvale,59,839076.8644
1626,2021,GUYS HILL,Guys Hill,1,991000
1627,2021,HADFIELD,Hadfield,47,717882.9787
1628,2021,HALLAM,Hallam,32,611750
1629,2021,HAMPTON,Hampton,46,1541532.609
1630,2021,HAMPTON EAST,Hampton East,22,1449681.818
1631,2021,HAMPTON PARK,Hampton Park,97,581928.5464
1632,2021,HARKAWAY,Harkaway,4,1341750
1633,2021,HARKNESS,Harkness,63,498964.2857
1634,2021,HASTINGS,Hastings,62,562476.6129
1635,2021,HAWTHORN,Hawthorn,73,967784.7534
1636,2021,HAWTHORN EAST,Hawthorn East,55,1225847.236
1637,2021,HEALESVILLE,Healesville,39,783730.7692
1638,2021,HEATHERTON,Heatherton,18,936277.7778
1639,2021,HEATHMONT,Heathmont,36,976633.3333
1640,2021,HEIDELBERG,Heidelberg,32,1005360.938
1641,2021,HEIDELBERG HEIGHTS,Heidelberg Heights,33,780537.8788
1642,2021,HEIDELBERG WEST,Heidelberg West,27,701777.7778
1643,2021,HIGHETT,Highett,58,1025777.586
1644,2021,HILLSIDE,Hillside,44,742610.2273
1645,2021,HODDLES CREEK,Hoddles Creek,2,1017375
1646,2021,HOPPERS CROSSING,Hoppers Crossing,123,570913.8293
1647,2021,HUGHESDALE,Hughesdale,21,1048571.286
1648,2021,HUNTINGDALE,Huntingdale,8,1084625
1649,2021,HURSTBRIDGE,Hurstbridge,9,881000
1650,2021,IVANHOE,Ivanhoe,48,1208721.625
1651,2021,IVANHOE EAST,Ivanhoe East,9,1387111.111
1652,2021,JACANA,Jacana,14,547785.7143
1653,2021,JUNCTION VILLAGE,Junction Village,6,569916.6667
1654,2021,KALKALLO,Kalkallo,37,658470.2703
1655,2021,KALLISTA,Kallista,1,1123580
1656,2021,KALORAMA,Kalorama,8,853812.5
1657,2021,KANGAROO GROUND,Kangaroo Ground,1,2620000
1658,2021,KEALBA,Kealba,7,622214.2857
1659,2021,KEILOR,Keilor,8,943624.875
1660,2021,KEILOR DOWNS,Keilor Downs,22,713772.7273
1661,2021,KEILOR EAST,Keilor East,43,924906.9767
1662,2021,KEILOR PARK,Keilor Park,4,703125
1663,2021,KENSINGTON,Kensington,58,896000
1664,2021,KEW,Kew,42,1927510.119
1665,2021,KEW EAST,Kew East,22,2035549.455
1666,2021,KEYSBOROUGH,Keysborough,87,923860.023
1667,2021,KILSYTH,Kilsyth,69,672664.4928
1668,2021,KILSYTH SOUTH,Kilsyth South,5,867400
1669,2021,KINGS PARK,Kings Park,22,563468.1818
1670,2021,KINGSBURY,Kingsbury,8,721687.5
1671,2021,KINGSVILLE,Kingsville,16,966468.75
1672,2021,KNOXFIELD,Knoxfield,43,896774.4186
1673,2021,KOO WEE RUP,Koo Wee Rup,24,587318.75
1674,2021,KOOYONG,Kooyong,1,706100
1675,2021,KURUNJANG,Kurunjang,53,507633.1132
1676,2021,LALOR,Lalor,68,666382.3529
1677,2021,LANG LANG,Lang Lang,12,581708.3333
1678,2021,LANGWARRIN,Langwarrin,126,715259.9921
1679,2021,LANGWARRIN SOUTH,Langwarrin South,2,1790000
1680,2021,LAUNCHING PLACE,Launching Place,3,1062666.667
1681,2021,LAVERTON,Laverton,33,564257.5758
1682,2021,LILYDALE,Lilydale,73,733133.2329
1683,2021,LITTLE RIVER,Little River,1,1200000
1684,2021,LOWER PLENTY,Lower Plenty,19,1051978.947
1685,2021,LYNBROOK,Lynbrook,19,745573.0526
1686,2021,LYNDHURST,Lyndhurst,28,764991.4286
1687,2021,LYSTERFIELD,Lysterfield,14,1150214.286
1688,2021,LYSTERFIELD SOUTH,Lysterfield South,3,1531666.667
1689,2021,MACCLESFIELD,Macclesfield,1,1253000
1690,2021,MACLEOD,Macleod,31,1053112.903
1691,2021,MAIDSTONE,Maidstone,37,736418.9189
1692,2021,MALVERN,Malvern,25,1614640
1693,2021,MALVERN EAST,Malvern East,50,1263488.98
1694,2021,MAMBOURIN,Mambourin,8,567589.125
1695,2021,MANOR LAKES,Manor Lakes,56,584360.7143
1696,2021,MARIBYRNONG,Maribyrnong,66,778618.1667
1697,2021,MARYKNOLL,Maryknoll,2,1135000
1698,2021,MCCRAE,Mccrae,28,1034688.75
1699,2021,MCKINNON,Mckinnon,24,1360437.5
1700,2021,MCMAHONS CREEK,Mcmahons Creek,1,675000
1701,2021,MEADOW HEIGHTS,Meadow Heights,29,517741.3793
1702,2021,MELBOURNE,Melbourne,160,539422.4
1703,2021,MELTON,Melton,48,431927.0833
1704,2021,MELTON SOUTH,Melton South,73,427414.5342
1705,2021,MELTON WEST,Melton West,57,498115.7895
1706,2021,MENTONE,Mentone,75,826166.68
1707,2021,MENZIES CREEK,Menzies Creek,4,885250
1708,2021,MERNDA,Mernda,108,635326.3889
1709,2021,MERRICKS BEACH,Merricks Beach,5,1904000
1710,2021,MERRICKS NORTH,Merricks North,1,3926000
1711,2021,MICKLEHAM,Mickleham,108,674518.5185
1712,2021,MIDDLE PARK,Middle Park,13,2340538.462
1713,2021,MILL PARK,Mill Park,78,697538.4615
1714,2021,MILLGROVE,Millgrove,11,510522.7273
1715,2021,MITCHAM,Mitcham,54,1054157.407
1716,2021,MONBULK,Monbulk,16,737875
1717,2021,MONT ALBERT,Mont Albert,9,1621888.889
1718,2021,MONT ALBERT NORTH,Mont Albert North,15,1312833.333
1719,2021,MONTMORENCY,Montmorency,45,910745.5556
1720,2021,MONTROSE,Montrose,34,869301.4412
1721,2021,MOONEE PONDS,Moonee Ponds,49,1010665.306
1722,2021,MOORABBIN,Moorabbin,27,964074.0741
1723,2021,MOOROODUC,Moorooduc,2,2780500
1724,2021,MOOROOLBARK,Mooroolbark,98,738986.2959
1725,2021,MORDIALLOC,Mordialloc,30,1039847.9
1726,2021,MORNINGTON,Mornington,200,1081822.5
1727,2021,MOUNT BURNETT,Mount Burnett,1,965000
1728,2021,MOUNT DANDENONG,Mount Dandenong,5,920800
1729,2021,MOUNT ELIZA,Mount Eliza,66,1642469.697
1730,2021,MOUNT EVELYN,Mount Evelyn,39,831899.7949
1731,2021,MOUNT MARTHA,Mount Martha,114,1481875.895
1732,2021,MOUNT WAVERLEY,Mount Waverley,127,1346612.504
1733,2021,MULGRAVE,Mulgrave,64,976412.5
1734,2021,MURRUMBEENA,Murrumbeena,41,1173727.488
1735,2021,NAR NAR GOON,Nar Nar Goon,3,721666.6667
1736,2021,NAR NAR GOON NORTH,Nar Nar Goon North,2,1065000
1737,2021,NARRE WARREN,Narre Warren,101,645724.9406
1738,2021,NARRE WARREN EAST,Narre Warren East,3,1710333.333
1739,2021,NARRE WARREN NORTH,Narre Warren North,11,1305000
1740,2021,NARRE WARREN SOUTH,Narre Warren South,109,741283.2661
1741,2021,NEWPORT,Newport,58,1150679.103
1742,2021,NIDDRIE,Niddrie,36,997472.2222
1743,2021,NOBLE PARK,Noble Park,112,575985.0536
1744,2021,NOBLE PARK NORTH,Noble Park North,20,718830
1745,2021,NORTH MELBOURNE,North Melbourne,61,734004.7541
1746,2021,NORTH WARRANDYTE,North Warrandyte,11,1324454.545
1747,2021,NORTHCOTE,Northcote,91,1270356.681
1748,2021,NOTTING HILL,Notting Hill,10,689388.8
1749,2021,NUNAWADING,Nunawading,52,951326.8846
1750,2021,NUTFIELD,Nutfield,1,810000
1751,2021,OAK PARK,Oak Park,27,844125.9259
1752,2021,OAKLEIGH,Oakleigh,16,935737.5
1753,2021,OAKLEIGH EAST,Oakleigh East,20,855744.4
1754,2021,OAKLEIGH SOUTH,Oakleigh South,28,1004857.179
1755,2021,OFFICER,Officer,157,599928.7834
1756,2021,OFFICER SOUTH,Officer South,1,435950
1757,2021,OLINDA,Olinda,4,1040250
1758,2021,ORMOND,Ormond,37,1111456.432
1759,2021,PAKENHAM,Pakenham,292,573689.1747
1760,2021,PAKENHAM SOUTH,Pakenham South,1,1260000
1761,2021,PAKENHAM UPPER,Pakenham Upper,1,965000
1762,2021,PANTON HILL,Panton Hill,2,787500
1763,2021,PARK ORCHARDS,Park Orchards,14,1929178.571
1764,2021,PARKDALE,Parkdale,43,1214441.86
1765,2021,PARKVILLE,Parkville,15,965200
1766,2021,PASCOE VALE,Pascoe Vale,81,804311.3951
1767,2021,PASCOE VALE SOUTH,Pascoe Vale South,33,1140393.939
1768,2021,PATTERSON LAKES,Patterson Lakes,40,1177575
1769,2021,PEARCEDALE,Pearcedale,11,679790.9091
1770,2021,PLENTY,Plenty,4,1718750
1771,2021,PLUMPTON,Plumpton,6,449482.6667
1772,2021,POINT COOK,Point Cook,246,701105.8618
1773,2021,POINT LEO,Point Leo,1,3200000
1774,2021,PORT MELBOURNE,Port Melbourne,88,1270846.591
1775,2021,PORTSEA,Portsea,11,2590454.545
1776,2021,PRAHRAN,Prahran,83,1013813.241
1777,2021,PRESTON,Preston,115,871409.5652
1778,2021,PRINCES HILL,Princes Hill,1,2797500
1779,2021,RED HILL,Red Hill,1,1423000
1780,2021,RED HILL SOUTH,Red Hill South,1,2300000
1781,2021,REEFTON,Reefton,1,385000
1782,2021,RESEARCH,Research,10,1256630
1783,2021,RESERVOIR,Reservoir,224,745430.7991
1784,2021,RICHMOND,Richmond,159,1094720.126
1785,2021,RINGWOOD,Ringwood,106,871747.8962
1786,2021,RINGWOOD EAST,Ringwood East,44,858443.1818
1787,2021,RINGWOOD NORTH,Ringwood North,44,1106193.568
1788,2021,RIPPONLEA,Ripponlea,3,634333.3333
1789,2021,ROCKBANK,Rockbank,20,519082.75
1790,2021,ROSANNA,Rosanna,22,950181.8182
1791,2021,ROSEBUD,Rosebud,127,759762.9134
1792,2021,ROWVILLE,Rowville,95,900968.8632
1793,2021,ROXBURGH PARK,Roxburgh Park,69,600081.8841
1794,2021,RYE,Rye,85,1045233.976
1795,2021,SAFETY BEACH,Safety Beach,73,1043924.384
1796,2021,SANDHURST,Sandhurst,37,942283.7838
1797,2021,SANDRINGHAM,Sandringham,49,1354061.224
1798,2021,SASSAFRAS,Sassafras,4,1321250
1799,2021,SCORESBY,Scoresby,22,880386.3636
1800,2021,SEABROOK,Seabrook,19,696500
1801,2021,SEAFORD,Seaford,114,741220.8246
1802,2021,SEAHOLME,Seaholme,4,1077500
1803,2021,SEDDON,Seddon,23,1043130.913
1804,2021,SELBY,Selby,6,872398
1805,2021,SEVILLE,Seville,7,698857.1429
1806,2021,SHERBROOKE,Sherbrooke,2,1415000
1807,2021,SHOREHAM,Shoreham,3,2290000
1808,2021,SILVAN,Silvan,4,1143250
1809,2021,SKYE,Skye,40,688787.5
1810,2021,SOMERS,Somers,8,1429626.25
1811,2021,SOMERVILLE,Somerville,52,717492.3077
1812,2021,SORRENTO,Sorrento,19,1877578.947
1813,2021,SOUTH KINGSVILLE,South Kingsville,13,892807.6923
1814,2021,SOUTH MELBOURNE,South Melbourne,48,1066952.083
1815,2021,SOUTH MORANG,South Morang,69,673010.1449
1816,2021,SOUTH YARRA,South Yarra,124,818549.5726
1817,2021,SOUTHBANK,Southbank,120,685265.0417
1818,2021,SPOTSWOOD,Spotswood,11,986772.7273
1819,2021,SPRINGVALE,Springvale,59,729935.1186
1820,2021,SPRINGVALE SOUTH,Springvale South,22,708068.1818
1821,2021,ST ALBANS,St Albans,122,591516.3934
1822,2021,ST ANDREWS,St Andrews,5,1363000
1823,2021,ST ANDREWS BEACH,St Andrews Beach,9,1348555.556
1824,2021,ST HELENA,St Helena,6,1097350
1825,2021,ST KILDA,St Kilda,110,640415.9
1826,2021,ST KILDA EAST,St Kilda East,64,828761.3281
1827,2021,ST KILDA WEST,St Kilda West,23,955330.4348
1828,2021,STRATHEWEN,Strathewen,2,1076050
1829,2021,STRATHMORE,Strathmore,31,1415912.516
1830,2021,STRATHMORE HEIGHTS,Strathmore Heights,3,1230333.333
1831,2021,STRATHTULLOH,Strathtulloh,8,544312.5
1832,2021,SUNBURY,Sunbury,177,659337.2881
1833,2021,SUNSHINE,Sunshine,54,723599.0741
1834,2021,SUNSHINE NORTH,Sunshine North,63,725510
1835,2021,SUNSHINE WEST,Sunshine West,54,663114.1667
1836,2021,SURREY HILLS,Surrey Hills,34,1475332.353
1837,2021,SYDENHAM,Sydenham,26,518576.9231
1838,2021,TARNEIT,Tarneit,243,573243.2675
1839,2021,TAYLORS HILL,Taylors Hill,33,806363.6364
1840,2021,TAYLORS LAKES,Taylors Lakes,24,838020.8333
1841,2021,TECOMA,Tecoma,8,738750
1842,2021,TEMPLESTOWE,Templestowe,48,1581881.229
1843,2021,TEMPLESTOWE LOWER,Templestowe Lower,46,1163984.239
1844,2021,THE BASIN,The Basin,8,877687.5
1845,2021,THE PATCH,The Patch,2,795000
1846,2021,THOMASTOWN,Thomastown,37,695513.5135
1847,2021,THORNBURY,Thornbury,66,899569.6818
1848,2021,THORNHILL PARK,Thornhill Park,20,509010.5
1849,2021,TOOLERN VALE,Toolern Vale,1,2.00E+06
1850,2021,TOORADIN,Tooradin,4,927625
1851,2021,TOORAK,Toorak,34,1997941.176
1852,2021,TOOTGAROOK,Tootgarook,30,828769.9667
1853,2021,TRAVANCORE,Travancore,19,684394.7368
1854,2021,TRUGANINA,Truganina,136,610293.7868
1855,2021,TULLAMARINE,Tullamarine,24,654979.1667
1856,2021,TYABB,Tyabb,10,596200
1857,2021,TYNONG,Tynong,2,615000
1858,2021,TYNONG NORTH,Tynong North,1,1252250
1859,2021,UPPER FERNTREE GULLY,Upper Ferntree Gully,18,793361.1111
1860,2021,UPWEY,Upwey,16,922524.25
1861,2021,VERMONT,Vermont,29,1090540.207
1862,2021,VERMONT SOUTH,Vermont South,46,1270056.522
1863,2021,VIEWBANK,Viewbank,17,1051823.529
1864,2021,WANDIN EAST,Wandin East,1,1100000
1865,2021,WANDIN NORTH,Wandin North,14,954035.7143
1866,2021,WANTIRNA,Wantirna,52,939375
1867,2021,WANTIRNA SOUTH,Wantirna South,54,1074472.222
1868,2021,WARBURTON,Warburton,13,618615.3846
1869,2021,WARNEET,Warneet,4,598750
1870,2021,WARRANDYTE,Warrandyte,16,1398828.125
1871,2021,WARRANDYTE SOUTH,Warrandyte South,2,2145000
1872,2021,WARRANWOOD,Warranwood,11,1097409.091
1873,2021,WATERWAYS,Waterways,10,1520600
1874,2021,WATSONIA,Watsonia,27,816240.7407
1875,2021,WATSONIA NORTH,Watsonia North,11,955681.8182
1876,2021,WATTLE GLEN,Wattle Glen,3,788666.6667
1877,2021,WEIR VIEWS,Weir Views,24,491590.2083
1878,2021,WERRIBEE,Werribee,203,535341.0739
1879,2021,WERRIBEE SOUTH,Werribee South,11,557418.1818
1880,2021,WESBURN,Wesburn,1,830000
1881,2021,WEST FOOTSCRAY,West Footscray,48,724583.3333
1882,2021,WEST MELBOURNE,West Melbourne,36,3470777.75
1883,2021,WESTMEADOWS,Westmeadows,27,620296.2963
1884,2021,WHEELERS HILL,Wheelers Hill,43,1342959.093
1885,2021,WHITTLESEA,Whittlesea,22,791863.6364
1886,2021,WILLIAMS LANDING,Williams Landing,34,731282.5588
1887,2021,WILLIAMSTOWN,Williamstown,76,1375986.842
1888,2021,WILLIAMSTOWN NORTH,Williamstown North,3,956666.6667
1889,2021,WINDSOR,Windsor,27,703944.4444
1890,2021,WOLLERT,Wollert,134,611806.2164
1891,2021,WONGA PARK,Wonga Park,5,2146400
1892,2021,WOORI YALLOCK,Woori Yallock,10,588527
1893,2021,WYNDHAM VALE,Wyndham Vale,88,516211.9318
1894,2021,YALLAMBIE,Yallambie,9,937000.1111
1895,2021,YAN YEAN,Yan Yean,1,1327000
1896,2021,YARRA GLEN,Yarra Glen,15,805567.1333
1897,2021,YARRA JUNCTION,Yarra Junction,12,591625
1898,2021,YARRAMBAT,Yarrambat,4,1637500
1899,2021,YARRAVILLE,Yarraville,67,1047486.776
