"","year","SUBURB","n"
"1594","2021","EPPING",127
"1595","2021","ESSENDON",83
"1596","2021","ESSENDON NORTH",17
"1597","2021","ESSENDON WEST",4
"1598","2021","EUMEMMERRING",11
"1599","2021","EYNESBURY",16
"1600","2021","FAIRFIELD",22
"1601","2021","FAWKNER",51
"1602","2021","FERNTREE GULLY",109
"1603","2021","FERNY CREEK",12
"1604","2021","FINGAL",6
"1605","2021","FITZROY",42
"1606","2021","FITZROY NORTH",36
"1607","2021","FLEMINGTON",32
"1608","2021","FLINDERS",2
"1609","2021","FOOTSCRAY",86
"1610","2021","FOREST HILL",39
"1611","2021","FRANKSTON",242
"1612","2021","FRANKSTON NORTH",26
"1613","2021","FRANKSTON SOUTH",99
"1614","2021","FRASER RISE",48
"1615","2021","GARDENVALE",1
"1616","2021","GARFIELD",11
"1617","2021","GEMBROOK",5
"1618","2021","GLADSTONE PARK",24
"1619","2021","GLEN HUNTLY",16
"1620","2021","GLEN IRIS",64
"1621","2021","GLEN WAVERLEY",136
"1622","2021","GLENROY",108
"1623","2021","GOWANBRAE",8
"1624","2021","GREENSBOROUGH",74
"1625","2021","GREENVALE",59
"1626","2021","GUYS HILL",1
"1627","2021","HADFIELD",47
"1628","2021","HALLAM",32
"1629","2021","HAMPTON",46
"1630","2021","HAMPTON EAST",22
"1631","2021","HAMPTON PARK",97
"1632","2021","HARKAWAY",4
"1633","2021","HARKNESS",63
"1634","2021","HASTINGS",62
"1635","2021","HAWTHORN",73
"1636","2021","HAWTHORN EAST",55
"1637","2021","HEALESVILLE",39
"1638","2021","HEATHERTON",18
"1639","2021","HEATHMONT",36
"1640","2021","HEIDELBERG",32
"1641","2021","HEIDELBERG HEIGHTS",33
"1642","2021","HEIDELBERG WEST",27
"1643","2021","HIGHETT",58
"1644","2021","HILLSIDE",44
"1645","2021","HODDLES CREEK",2
"1646","2021","HOPPERS CROSSING",123
"1647","2021","HUGHESDALE",21
"1648","2021","HUNTINGDALE",8
"1649","2021","HURSTBRIDGE",9
"1650","2021","IVANHOE",48
"1651","2021","IVANHOE EAST",9
"1652","2021","JACANA",14
"1653","2021","JUNCTION VILLAGE",6
"1654","2021","KALKALLO",37
"1655","2021","KALLISTA",1
"1656","2021","KALORAMA",8
"1657","2021","KANGAROO GROUND",1
"1658","2021","KEALBA",7
"1659","2021","KEILOR",8
"1660","2021","KEILOR DOWNS",22
"1661","2021","KEILOR EAST",43
"1662","2021","KEILOR PARK",4
"1663","2021","KENSINGTON",58
"1664","2021","KEW",42
"1665","2021","KEW EAST",22
"1666","2021","KEYSBOROUGH",87
"1667","2021","KILSYTH",69
"1668","2021","KILSYTH SOUTH",5
"1669","2021","KINGS PARK",22
"1670","2021","KINGSBURY",8
"1671","2021","KINGSVILLE",16
"1672","2021","KNOXFIELD",43
"1673","2021","KOO WEE RUP",24
"1674","2021","KOOYONG",1
"1675","2021","KURUNJANG",53
"1676","2021","LALOR",68
"1677","2021","LANG LANG",12
"1678","2021","LANGWARRIN",126
"1679","2021","LANGWARRIN SOUTH",2
"1680","2021","LAUNCHING PLACE",3
"1681","2021","LAVERTON",33
"1682","2021","LILYDALE",73
"1683","2021","LITTLE RIVER",1
"1684","2021","LOWER PLENTY",19
"1685","2021","LYNBROOK",19
"1686","2021","LYNDHURST",28
"1687","2021","LYSTERFIELD",14
"1688","2021","LYSTERFIELD SOUTH",3
"1689","2021","MACCLESFIELD",1
"1690","2021","MACLEOD",31
"1691","2021","MAIDSTONE",37
"1692","2021","MALVERN",25
"1693","2021","MALVERN EAST",50
"1694","2021","MAMBOURIN",8
"1695","2021","MANOR LAKES",56
"1696","2021","MARIBYRNONG",66
"1697","2021","MARYKNOLL",2
"1698","2021","MCCRAE",28
"1699","2021","MCKINNON",24
"1700","2021","MCMAHONS CREEK",1
"1701","2021","MEADOW HEIGHTS",29
"1702","2021","MELBOURNE",160
"1703","2021","MELTON",48
"1704","2021","MELTON SOUTH",73
"1705","2021","MELTON WEST",57
"1706","2021","MENTONE",75
"1707","2021","MENZIES CREEK",4
"1708","2021","MERNDA",108
"1709","2021","MERRICKS BEACH",5
"1710","2021","MERRICKS NORTH",1
"1711","2021","MICKLEHAM",108
"1712","2021","MIDDLE PARK",13
"1713","2021","MILL PARK",78
"1714","2021","MILLGROVE",11
"1715","2021","MITCHAM",54
"1716","2021","MONBULK",16
"1717","2021","MONT ALBERT",9
"1718","2021","MONT ALBERT NORTH",15
"1719","2021","MONTMORENCY",45
"1720","2021","MONTROSE",34
"1721","2021","MOONEE PONDS",49
"1722","2021","MOORABBIN",27
"1723","2021","MOOROODUC",2
"1724","2021","MOOROOLBARK",98
"1725","2021","MORDIALLOC",30
"1726","2021","MORNINGTON",200
"1727","2021","MOUNT BURNETT",1
"1728","2021","MOUNT DANDENONG",5
"1729","2021","MOUNT ELIZA",66
"1730","2021","MOUNT EVELYN",39
"1731","2021","MOUNT MARTHA",114
"1732","2021","MOUNT WAVERLEY",127
"1733","2021","MULGRAVE",64
"1734","2021","MURRUMBEENA",41
"1735","2021","NAR NAR GOON",3
"1736","2021","NAR NAR GOON NORTH",2
"1737","2021","NARRE WARREN",101
"1738","2021","NARRE WARREN EAST",3
"1739","2021","NARRE WARREN NORTH",11
"1740","2021","NARRE WARREN SOUTH",109
"1741","2021","NEWPORT",58
"1742","2021","NIDDRIE",36
"1743","2021","NOBLE PARK",112
"1744","2021","NOBLE PARK NORTH",20
"1745","2021","NORTH MELBOURNE",61
"1746","2021","NORTH WARRANDYTE",11
"1747","2021","NORTHCOTE",91
"1748","2021","NOTTING HILL",10
"1749","2021","NUNAWADING",52
"1750","2021","NUTFIELD",1
"1751","2021","OAK PARK",27
"1752","2021","OAKLEIGH",16
"1753","2021","OAKLEIGH EAST",20
"1754","2021","OAKLEIGH SOUTH",28
"1755","2021","OFFICER",157
"1756","2021","OFFICER SOUTH",1
"1757","2021","OLINDA",4
"1758","2021","ORMOND",37
"1759","2021","PAKENHAM",292
"1760","2021","PAKENHAM SOUTH",1
"1761","2021","PAKENHAM UPPER",1
"1762","2021","PANTON HILL",2
"1763","2021","PARK ORCHARDS",14
"1764","2021","PARKDALE",43
"1765","2021","PARKVILLE",15
"1766","2021","PASCOE VALE",81
"1767","2021","PASCOE VALE SOUTH",33
"1768","2021","PATTERSON LAKES",40
"1769","2021","PEARCEDALE",11
"1770","2021","PLENTY",4
"1771","2021","PLUMPTON",6
"1772","2021","POINT COOK",246
"1773","2021","POINT LEO",1
"1774","2021","PORT MELBOURNE",88
"1775","2021","PORTSEA",11
"1776","2021","PRAHRAN",83
"1777","2021","PRESTON",115
"1778","2021","PRINCES HILL",1
"1779","2021","RED HILL",1
"1780","2021","RED HILL SOUTH",1
"1781","2021","REEFTON",1
"1782","2021","RESEARCH",10
"1783","2021","RESERVOIR",224
"1784","2021","RICHMOND",159
"1785","2021","RINGWOOD",106
"1786","2021","RINGWOOD EAST",44
"1787","2021","RINGWOOD NORTH",44
"1788","2021","RIPPONLEA",3
"1789","2021","ROCKBANK",20
"1790","2021","ROSANNA",22
"1791","2021","ROSEBUD",127
"1792","2021","ROWVILLE",95
"1793","2021","ROXBURGH PARK",69
"1794","2021","RYE",85
"1795","2021","SAFETY BEACH",73
"1796","2021","SANDHURST",37
"1797","2021","SANDRINGHAM",49
"1798","2021","SASSAFRAS",4
"1799","2021","SCORESBY",22
"1800","2021","SEABROOK",19
"1801","2021","SEAFORD",114
"1802","2021","SEAHOLME",4
"1803","2021","SEDDON",23
"1804","2021","SELBY",6
"1805","2021","SEVILLE",7
"1806","2021","SHERBROOKE",2
"1807","2021","SHOREHAM",3
"1808","2021","SILVAN",4
"1809","2021","SKYE",40
"1810","2021","SOMERS",8
"1811","2021","SOMERVILLE",52
"1812","2021","SORRENTO",19
"1813","2021","SOUTH KINGSVILLE",13
"1814","2021","SOUTH MELBOURNE",48
"1815","2021","SOUTH MORANG",69
"1816","2021","SOUTH YARRA",124
"1817","2021","SOUTHBANK",120
"1818","2021","SPOTSWOOD",11
"1819","2021","SPRINGVALE",59
"1820","2021","SPRINGVALE SOUTH",22
"1821","2021","ST ALBANS",122
"1822","2021","ST ANDREWS",5
"1823","2021","ST ANDREWS BEACH",9
"1824","2021","ST HELENA",6
"1825","2021","ST KILDA",110
"1826","2021","ST KILDA EAST",64
"1827","2021","ST KILDA WEST",23
"1828","2021","STRATHEWEN",2
"1829","2021","STRATHMORE",31
"1830","2021","STRATHMORE HEIGHTS",3
"1831","2021","STRATHTULLOH",8
"1832","2021","SUNBURY",177
"1833","2021","SUNSHINE",54
"1834","2021","SUNSHINE NORTH",63
"1835","2021","SUNSHINE WEST",54
"1836","2021","SURREY HILLS",34
"1837","2021","SYDENHAM",26
"1838","2021","TARNEIT",243
"1839","2021","TAYLORS HILL",33
"1840","2021","TAYLORS LAKES",24
"1841","2021","TECOMA",8
"1842","2021","TEMPLESTOWE",48
"1843","2021","TEMPLESTOWE LOWER",46
"1844","2021","THE BASIN",8
"1845","2021","THE PATCH",2
"1846","2021","THOMASTOWN",37
"1847","2021","THORNBURY",66
"1848","2021","THORNHILL PARK",20
"1849","2021","TOOLERN VALE",1
"1850","2021","TOORADIN",4
"1851","2021","TOORAK",34
"1852","2021","TOOTGAROOK",30
"1853","2021","TRAVANCORE",19
"1854","2021","TRUGANINA",136
"1855","2021","TULLAMARINE",24
"1856","2021","TYABB",10
"1857","2021","TYNONG",2
"1858","2021","TYNONG NORTH",1
"1859","2021","UPPER FERNTREE GULLY",18
"1860","2021","UPWEY",16
"1861","2021","VERMONT",29
"1862","2021","VERMONT SOUTH",46
"1863","2021","VIEWBANK",17
"1864","2021","WANDIN EAST",1
"1865","2021","WANDIN NORTH",14
"1866","2021","WANTIRNA",52
"1867","2021","WANTIRNA SOUTH",54
"1868","2021","WARBURTON",13
"1869","2021","WARNEET",4
"1870","2021","WARRANDYTE",16
"1871","2021","WARRANDYTE SOUTH",2
"1872","2021","WARRANWOOD",11
"1873","2021","WATERWAYS",10
"1874","2021","WATSONIA",27
"1875","2021","WATSONIA NORTH",11
"1876","2021","WATTLE GLEN",3
"1877","2021","WEIR VIEWS",24
"1878","2021","WERRIBEE",203
"1879","2021","WERRIBEE SOUTH",11
"1880","2021","WESBURN",1
"1881","2021","WEST FOOTSCRAY",48
"1882","2021","WEST MELBOURNE",36
"1883","2021","WESTMEADOWS",27
"1884","2021","WHEELERS HILL",43
"1885","2021","WHITTLESEA",22
"1886","2021","WILLIAMS LANDING",34
"1887","2021","WILLIAMSTOWN",76
"1888","2021","WILLIAMSTOWN NORTH",3
"1889","2021","WINDSOR",27
"1890","2021","WOLLERT",134
"1891","2021","WONGA PARK",5
"1892","2021","WOORI YALLOCK",10
"1893","2021","WYNDHAM VALE",88
"1894","2021","YALLAMBIE",9
"1895","2021","YAN YEAN",1
"1896","2021","YARRA GLEN",15
"1897","2021","YARRA JUNCTION",12
"1898","2021","YARRAMBAT",4
"1899","2021","YARRAVILLE",67
